date,region,rainfall_mm
2023-01-02,Jateng,0.0
2023-01-03,Jateng,0.0
2023-01-04,Jateng,0.0
2023-01-05,Jateng,0.0
2023-01-06,Jateng,8.0
2023-01-07,Jateng,0.0
2023-01-08,Jateng,9.5
2023-01-09,Jateng,5.8
2023-01-10,Jateng,0.0
2023-01-11,Jateng,0.0
2023-01-12,Jateng,0.0
2023-01-13,Jateng,0.0
2023-01-14,Jateng,3.8
2023-01-15,Jateng,10.1
2023-01-16,Jateng,0.0
2023-01-17,Jateng,8.7
2023-01-18,Jateng,0.0
2023-01-19,Jateng,0.0
2023-01-20,Jateng,0.0
2023-01-21,Jateng,18.3
2023-01-22,Jateng,16.8
2023-01-23,Jateng,7.7
2023-01-24,Jateng,13.2
2023-01-25,Jateng,0.0
2023-01-26,Jateng,8.4
2023-01-27,Jateng,7.6
2023-01-28,Jateng,10.0
2023-01-29,Jateng,0.0
2023-01-30,Jateng,0.0
2023-01-31,Jateng,0.0
2023-02-01,Jateng,14.8
2023-02-02,Jateng,11.4
2023-02-03,Jateng,0.0
2023-02-04,Jateng,0.0
2023-02-05,Jateng,0.0
2023-02-06,Jateng,9.3
2023-02-07,Jateng,0.0
2023-02-08,Jateng,13.6
2023-02-09,Jateng,14.8
2023-02-10,Jateng,10.4
2023-02-11,Jateng,12.8
2023-02-12,Jateng,0.0
2023-02-13,Jateng,0.0
2023-02-14,Jateng,0.0
2023-02-15,Jateng,17.3
2023-02-16,Jateng,13.9
2023-02-17,Jateng,0.0
2023-02-18,Jateng,18.0
2023-02-19,Jateng,17.2
2023-02-20,Jateng,0.0
2023-02-21,Jateng,8.2
2023-02-22,Jateng,0.0
2023-02-23,Jateng,0.0
2023-02-24,Jateng,0.0
2023-02-25,Jateng,14.9
2023-02-26,Jateng,16.7
2023-02-27,Jateng,13.9
2023-02-28,Jateng,11.7
2023-03-01,Jateng,7.4
2023-03-02,Jateng,0.0
2023-03-03,Jateng,0.0
2023-03-04,Jateng,9.2
2023-03-05,Jateng,0.0
2023-03-06,Jateng,8.5
2023-03-07,Jateng,0.0
2023-03-08,Jateng,11.3
2023-03-09,Jateng,0.0
2023-03-10,Jateng,14.6
2023-03-11,Jateng,5.6
2023-03-12,Jateng,3.8
2023-03-13,Jateng,0.0
2023-03-14,Jateng,0.0
2023-03-15,Jateng,0.0
2023-03-16,Jateng,0.0
2023-03-17,Jateng,7.3
2023-03-18,Jateng,11.5
2023-03-19,Jateng,0.0
2023-03-20,Jateng,14.0
2023-03-21,Jateng,13.6
2023-03-22,Jateng,9.8
2023-03-23,Jateng,16.2
2023-03-24,Jateng,0.0
2023-03-25,Jateng,0.0
2023-03-26,Jateng,9.3
2023-03-27,Jateng,0.0
2023-03-28,Jateng,0.0
2023-03-29,Jateng,10.1
2023-03-30,Jateng,0.0
2023-03-31,Jateng,0.0
2023-04-01,Jateng,0.0
2023-04-02,Jateng,7.6
2023-04-03,Jateng,5.2
2023-04-04,Jateng,0.0
2023-04-05,Jateng,0.0
2023-04-06,Jateng,0.0
2023-04-07,Jateng,0.0
2023-04-08,Jateng,7.7
2023-04-09,Jateng,3.4
2023-04-10,Jateng,9.2
2023-04-11,Jateng,5.1
2023-04-12,Jateng,0.0
2023-04-13,Jateng,0.0
2023-04-14,Jateng,10.2
2023-04-15,Jateng,0.0
2023-04-16,Jateng,4.6
2023-04-17,Jateng,2.1
2023-04-18,Jateng,0.0
2023-04-19,Jateng,0.0
2023-04-20,Jateng,6.5
2023-04-21,Jateng,3.6
2023-04-22,Jateng,3.6
2023-04-23,Jateng,5.7
2023-04-24,Jateng,3.4
2023-04-25,Jateng,4.7
2023-04-26,Jateng,0.0
2023-04-27,Jateng,0.0
2023-04-28,Jateng,7.4
2023-04-29,Jateng,0.0
2023-04-30,Jateng,11.1
2023-05-01,Jateng,0.0
2023-05-02,Jateng,0.0
2023-05-03,Jateng,8.4
2023-05-04,Jateng,5.4
2023-05-05,Jateng,9.0
2023-05-06,Jateng,0.0
2023-05-07,Jateng,4.8
2023-05-08,Jateng,0.0
2023-05-09,Jateng,4.0
2023-05-10,Jateng,3.2
2023-05-11,Jateng,3.8
2023-05-12,Jateng,0.0
2023-05-13,Jateng,0.0
2023-05-14,Jateng,2.2
2023-05-15,Jateng,6.9
2023-05-16,Jateng,6.3
2023-05-17,Jateng,6.3
2023-05-18,Jateng,0.0
2023-05-19,Jateng,0.0
2023-05-20,Jateng,8.4
2023-05-21,Jateng,0.0
2023-05-22,Jateng,0.0
2023-05-23,Jateng,7.6
2023-05-24,Jateng,1.7
2023-05-25,Jateng,12.7
2023-05-26,Jateng,0.0
2023-05-27,Jateng,0.0
2023-05-28,Jateng,0.0
2023-05-29,Jateng,11.5
2023-05-30,Jateng,2.9
2023-05-31,Jateng,5.1
2023-06-01,Jateng,3.1
2023-06-02,Jateng,0.0
2023-06-03,Jateng,0.0
2023-06-04,Jateng,0.0
2023-06-05,Jateng,0.0
2023-06-06,Jateng,0.0
2023-06-07,Jateng,0.0
2023-06-08,Jateng,3.9
2023-06-09,Jateng,0.0
2023-06-10,Jateng,1.9
2023-06-11,Jateng,0.0
2023-06-12,Jateng,6.7
2023-06-13,Jateng,0.0
2023-06-14,Jateng,0.0
2023-06-15,Jateng,0.0
2023-06-16,Jateng,2.7
2023-06-17,Jateng,0.0
2023-06-18,Jateng,2.5
2023-06-19,Jateng,0.0
2023-06-20,Jateng,0.0
2023-06-21,Jateng,5.6
2023-06-22,Jateng,0.0
2023-06-23,Jateng,7.6
2023-06-24,Jateng,0.0
2023-06-25,Jateng,0.0
2023-06-26,Jateng,0.0
2023-06-27,Jateng,1.5
2023-06-28,Jateng,0.0
2023-06-29,Jateng,0.0
2023-06-30,Jateng,0.0
2023-07-01,Jateng,0.0
2023-07-02,Jateng,0.0
2023-07-03,Jateng,0.9
2023-07-04,Jateng,0.0
2023-07-05,Jateng,0.3
2023-07-06,Jateng,0.0
2023-07-07,Jateng,0.0
2023-07-08,Jateng,0.0
2023-07-09,Jateng,0.0
2023-07-10,Jateng,2.2
2023-07-11,Jateng,1.9
2023-07-12,Jateng,0.0
2023-07-13,Jateng,0.0
2023-07-14,Jateng,0.0
2023-07-15,Jateng,0.0
2023-07-16,Jateng,0.0
2023-07-17,Jateng,5.0
2023-07-18,Jateng,2.8
2023-07-19,Jateng,0.0
2023-07-20,Jateng,5.5
2023-07-21,Jateng,3.7
2023-07-22,Jateng,2.4
2023-07-23,Jateng,7.9
2023-07-24,Jateng,0.0
2023-07-25,Jateng,10.1
2023-07-26,Jateng,0.0
2023-07-27,Jateng,3.3
2023-07-28,Jateng,4.7
2023-07-29,Jateng,9.3
2023-07-30,Jateng,8.2
2023-07-31,Jateng,0.0
2023-08-01,Jateng,1.3
2023-08-02,Jateng,0.0
2023-08-03,Jateng,0.0
2023-08-04,Jateng,2.3
2023-08-05,Jateng,0.0
2023-08-06,Jateng,0.0
2023-08-07,Jateng,2.2
2023-08-08,Jateng,0.0
2023-08-09,Jateng,0.0
2023-08-10,Jateng,6.1
2023-08-11,Jateng,0.3
2023-08-12,Jateng,0.0
2023-08-13,Jateng,0.0
2023-08-14,Jateng,0.6
2023-08-15,Jateng,0.0
2023-08-16,Jateng,0.8
2023-08-17,Jateng,0.0
2023-08-18,Jateng,0.8
2023-08-19,Jateng,0.0
2023-08-20,Jateng,0.0
2023-08-21,Jateng,0.0
2023-08-22,Jateng,0.0
2023-08-23,Jateng,5.0
2023-08-24,Jateng,3.2
2023-08-25,Jateng,0.0
2023-08-26,Jateng,0.0
2023-08-27,Jateng,0.0
2023-08-28,Jateng,0.0
2023-08-29,Jateng,6.6
2023-08-30,Jateng,2.4
2023-08-31,Jateng,5.2
2023-09-01,Jateng,5.4
2023-09-02,Jateng,0.0
2023-09-03,Jateng,9.3
2023-09-04,Jateng,5.9
2023-09-05,Jateng,0.0
2023-09-06,Jateng,6.4
2023-09-07,Jateng,10.2
2023-09-08,Jateng,4.8
2023-09-09,Jateng,0.0
2023-09-10,Jateng,3.1
2023-09-11,Jateng,6.6
2023-09-12,Jateng,0.0
2023-09-13,Jateng,0.0
2023-09-14,Jateng,0.0
2023-09-15,Jateng,3.4
2023-09-16,Jateng,0.0
2023-09-17,Jateng,4.7
2023-09-18,Jateng,6.0
2023-09-19,Jateng,9.5
2023-09-20,Jateng,0.0
2023-09-21,Jateng,0.0
2023-09-22,Jateng,14.1
2023-09-23,Jateng,9.8
2023-09-24,Jateng,0.0
2023-09-25,Jateng,0.0
2023-09-26,Jateng,5.4
2023-09-27,Jateng,0.0
2023-09-28,Jateng,5.0
2023-09-29,Jateng,0.0
2023-09-30,Jateng,7.6
2023-10-01,Jateng,9.0
2023-10-02,Jateng,5.6
2023-10-03,Jateng,6.5
2023-10-04,Jateng,8.1
2023-10-05,Jateng,0.0
2023-10-06,Jateng,15.1
2023-10-07,Jateng,13.6
2023-10-08,Jateng,0.0
2023-10-09,Jateng,0.0
2023-10-10,Jateng,0.0
2023-10-11,Jateng,0.0
2023-10-12,Jateng,5.5
2023-10-13,Jateng,0.0
2023-10-14,Jateng,0.0
2023-10-15,Jateng,0.0
2023-10-16,Jateng,0.0
2023-10-17,Jateng,8.1
2023-10-18,Jateng,7.9
2023-10-19,Jateng,8.9
2023-10-20,Jateng,11.0
2023-10-21,Jateng,13.6
2023-10-22,Jateng,0.0
2023-10-23,Jateng,10.6
2023-10-24,Jateng,13.0
2023-10-25,Jateng,0.0
2023-10-26,Jateng,9.9
2023-10-27,Jateng,12.1
2023-10-28,Jateng,0.0
2023-10-29,Jateng,6.6
2023-10-30,Jateng,7.6
2023-10-31,Jateng,4.4
2023-11-01,Jateng,0.0
2023-11-02,Jateng,5.5
2023-11-03,Jateng,12.2
2023-11-04,Jateng,5.3
2023-11-05,Jateng,8.1
2023-11-06,Jateng,7.6
2023-11-07,Jateng,3.6
2023-11-08,Jateng,0.0
2023-11-09,Jateng,0.0
2023-11-10,Jateng,0.0
2023-11-11,Jateng,0.0
2023-11-12,Jateng,6.7
2023-11-13,Jateng,0.0
2023-11-14,Jateng,0.0
2023-11-15,Jateng,0.0
2023-11-16,Jateng,0.0
2023-11-17,Jateng,7.3
2023-11-18,Jateng,0.0
2023-11-19,Jateng,13.6
2023-11-20,Jateng,0.0
2023-11-21,Jateng,0.0
2023-11-22,Jateng,16.5
2023-11-23,Jateng,0.0
2023-11-24,Jateng,12.7
2023-11-25,Jateng,0.0
2023-11-26,Jateng,0.0
2023-11-27,Jateng,0.0
2023-11-28,Jateng,9.5
2023-11-29,Jateng,9.8
2023-11-30,Jateng,12.9
2023-12-01,Jateng,0.0
2023-12-02,Jateng,0.0
2023-12-03,Jateng,0.0
2023-12-04,Jateng,11.3
2023-12-05,Jateng,12.5
2023-12-06,Jateng,11.5
2023-12-07,Jateng,8.7
2023-12-08,Jateng,0.0
2023-12-09,Jateng,0.0
2023-12-10,Jateng,0.0
2023-12-11,Jateng,12.5
2023-12-12,Jateng,16.2
2023-12-13,Jateng,0.0
2023-12-14,Jateng,0.0
2023-12-15,Jateng,17.3
2023-12-16,Jateng,15.6
2023-12-17,Jateng,9.6
2023-12-18,Jateng,0.0
2023-12-19,Jateng,10.4
2023-12-20,Jateng,10.0
2023-12-21,Jateng,13.0
2023-12-22,Jateng,7.5
2023-12-23,Jateng,5.6
2023-12-24,Jateng,3.8
2023-12-25,Jateng,0.0
2023-12-26,Jateng,0.0
2023-12-27,Jateng,7.7
2023-12-28,Jateng,9.7
2023-12-29,Jateng,0.0
2023-12-30,Jateng,14.7
2023-12-31,Jateng,9.8
2024-01-01,Jateng,13.6
2024-01-02,Jateng,9.6
2024-01-03,Jateng,8.4
2024-01-04,Jateng,0.0
2024-01-05,Jateng,10.3
2024-01-06,Jateng,0.0
2024-01-07,Jateng,7.9
2024-01-08,Jateng,11.9
2024-01-09,Jateng,12.4
2024-01-10,Jateng,0.0
2024-01-11,Jateng,0.0
2024-01-12,Jateng,0.0
2024-01-13,Jateng,0.0
2024-01-14,Jateng,0.0
2024-01-15,Jateng,9.1
2024-01-16,Jateng,0.0
2024-01-17,Jateng,12.6
2024-01-18,Jateng,15.0
2024-01-19,Jateng,12.6
2024-01-20,Jateng,0.0
2024-01-21,Jateng,0.0
2024-01-22,Jateng,11.6
2024-01-23,Jateng,4.8
2024-01-24,Jateng,8.8
2024-01-25,Jateng,9.3
2024-01-26,Jateng,10.4
2024-01-27,Jateng,12.8
2024-01-28,Jateng,0.0
2024-01-29,Jateng,13.7
2024-01-30,Jateng,17.4
2024-01-31,Jateng,0.0
2024-02-01,Jateng,10.2
2024-02-02,Jateng,7.9
2024-02-03,Jateng,6.8
2024-02-04,Jateng,0.0
2024-02-05,Jateng,6.2
2024-02-06,Jateng,6.0
2024-02-07,Jateng,9.0
2024-02-08,Jateng,11.9
2024-02-09,Jateng,10.4
2024-02-10,Jateng,0.0
2024-02-11,Jateng,0.0
2024-02-12,Jateng,0.0
2024-02-13,Jateng,0.0
2024-02-14,Jateng,0.0
2024-02-15,Jateng,0.0
2024-02-16,Jateng,8.1
2024-02-17,Jateng,12.2
2024-02-18,Jateng,0.0
2024-02-19,Jateng,0.0
2024-02-20,Jateng,0.0
2024-02-21,Jateng,14.9
2024-02-22,Jateng,0.0
2024-02-23,Jateng,0.0
2024-02-24,Jateng,14.7
2024-02-25,Jateng,0.0
2024-02-26,Jateng,9.8
2024-02-27,Jateng,0.0
2024-02-28,Jateng,6.2
2024-02-29,Jateng,7.6
2024-03-01,Jateng,0.0
2024-03-02,Jateng,0.0
2024-03-03,Jateng,12.4
2024-03-04,Jateng,11.9
2024-03-05,Jateng,15.7
2024-03-06,Jateng,0.0
2024-03-07,Jateng,9.8
2024-03-08,Jateng,9.8
2024-03-09,Jateng,5.3
2024-03-10,Jateng,0.0
2024-03-11,Jateng,7.4
2024-03-12,Jateng,2.8
2024-03-13,Jateng,0.0
2024-03-14,Jateng,0.0
2024-03-15,Jateng,12.8
2024-03-16,Jateng,13.8
2024-03-17,Jateng,14.6
2024-03-18,Jateng,13.6
2024-03-19,Jateng,10.7
2024-03-20,Jateng,0.0
2024-03-21,Jateng,0.0
2024-03-22,Jateng,0.0
2024-03-23,Jateng,0.0
2024-03-24,Jateng,0.0
2024-03-25,Jateng,0.0
2024-03-26,Jateng,0.0
2024-03-27,Jateng,4.2
2024-03-28,Jateng,3.9
2024-03-29,Jateng,6.5
2024-03-30,Jateng,0.0
2024-03-31,Jateng,11.2
2024-04-01,Jateng,0.0
2024-04-02,Jateng,14.4
2024-04-03,Jateng,0.0
2024-04-04,Jateng,13.6
2024-04-05,Jateng,0.0
2024-04-06,Jateng,0.0
2024-04-07,Jateng,7.9
2024-04-08,Jateng,9.0
2024-04-09,Jateng,9.6
2024-04-10,Jateng,0.0
2024-04-11,Jateng,0.0
2024-04-12,Jateng,4.8
2024-04-13,Jateng,9.4
2024-04-14,Jateng,5.4
2024-04-15,Jateng,0.0
2024-04-16,Jateng,10.1
2024-04-17,Jateng,9.0
2024-04-18,Jateng,5.1
2024-04-19,Jateng,6.2
2024-04-20,Jateng,0.0
2024-04-21,Jateng,2.3
2024-04-22,Jateng,0.0
2024-04-23,Jateng,0.0
2024-04-24,Jateng,9.3
2024-04-25,Jateng,7.2
2024-04-26,Jateng,0.0
2024-04-27,Jateng,3.2
2024-04-28,Jateng,0.0
2024-04-29,Jateng,0.0
2024-04-30,Jateng,0.0
2024-05-01,Jateng,5.8
2024-05-02,Jateng,0.0
2024-05-03,Jateng,0.0
2024-05-04,Jateng,5.3
2024-05-05,Jateng,7.2
2024-05-06,Jateng,4.7
2024-05-07,Jateng,4.8
2024-05-08,Jateng,10.0
2024-05-09,Jateng,10.7
2024-05-10,Jateng,0.0
2024-05-11,Jateng,4.1
2024-05-12,Jateng,0.0
2024-05-13,Jateng,0.0
2024-05-14,Jateng,0.0
2024-05-15,Jateng,0.0
2024-05-16,Jateng,0.0
2024-05-17,Jateng,0.0
2024-05-18,Jateng,5.8
2024-05-19,Jateng,9.8
2024-05-20,Jateng,6.7
2024-05-21,Jateng,0.0
2024-05-22,Jateng,3.7
2024-05-23,Jateng,3.9
2024-05-24,Jateng,5.6
2024-05-25,Jateng,0.0
2024-05-26,Jateng,0.0
2024-05-27,Jateng,0.0
2024-05-28,Jateng,1.8
2024-05-29,Jateng,0.0
2024-05-30,Jateng,0.0
2024-05-31,Jateng,0.0
2024-06-01,Jateng,0.0
2024-06-02,Jateng,0.0
2024-06-03,Jateng,3.9
2024-06-04,Jateng,0.0
2024-06-05,Jateng,0.0
2024-06-06,Jateng,0.3
2024-06-07,Jateng,8.6
2024-06-08,Jateng,8.7
2024-06-09,Jateng,0.0
2024-06-10,Jateng,3.8
2024-06-11,Jateng,4.5
2024-06-12,Jateng,0.0
2024-06-13,Jateng,3.2
2024-06-14,Jateng,4.0
2024-06-15,Jateng,0.0
2024-06-16,Jateng,0.0
2024-06-17,Jateng,0.0
2024-06-18,Jateng,0.0
2024-06-19,Jateng,0.0
2024-06-20,Jateng,0.0
2024-06-21,Jateng,0.0
2024-06-22,Jateng,3.9
2024-06-23,Jateng,0.0
2024-06-24,Jateng,0.0
2024-06-25,Jateng,0.7
2024-06-26,Jateng,0.0
2024-06-27,Jateng,5.1
2024-06-28,Jateng,6.4
2024-06-29,Jateng,0.0
2024-06-30,Jateng,0.0
2024-07-01,Jateng,0.0
2024-07-02,Jateng,0.0
2024-07-03,Jateng,0.0
2024-07-04,Jateng,0.5
2024-07-05,Jateng,0.0
2024-07-06,Jateng,0.0
2024-07-07,Jateng,0.1
2024-07-08,Jateng,0.0
2024-07-09,Jateng,0.0
2024-07-10,Jateng,0.0
2024-07-11,Jateng,0.0
2024-07-12,Jateng,4.2
2024-07-13,Jateng,3.0
2024-07-14,Jateng,0.0
2024-07-15,Jateng,0.0
2024-07-16,Jateng,3.8
2024-07-17,Jateng,3.3
2024-07-18,Jateng,3.7
2024-07-19,Jateng,0.0
2024-07-20,Jateng,0.0
2024-07-21,Jateng,0.0
2024-07-22,Jateng,0.0
2024-07-23,Jateng,0.0
2024-07-24,Jateng,1.9
2024-07-25,Jateng,0.0
2024-07-26,Jateng,0.0
2024-07-27,Jateng,0.0
2024-07-28,Jateng,0.0
2024-07-29,Jateng,0.0
2024-07-30,Jateng,6.2
2024-07-31,Jateng,0.0
2024-08-01,Jateng,0.0
2024-08-02,Jateng,5.2
2024-08-03,Jateng,0.0
2024-08-04,Jateng,0.0
2024-08-05,Jateng,7.4
2024-08-06,Jateng,10.4
2024-08-07,Jateng,2.4
2024-08-08,Jateng,0.0
2024-08-09,Jateng,1.3
2024-08-10,Jateng,4.3
2024-08-11,Jateng,9.6
2024-08-12,Jateng,5.1
2024-08-13,Jateng,2.9
2024-08-14,Jateng,0.0
2024-08-15,Jateng,6.3
2024-08-16,Jateng,8.7
2024-08-17,Jateng,10.7
2024-08-18,Jateng,0.0
2024-08-19,Jateng,0.8
2024-08-20,Jateng,0.0
2024-08-21,Jateng,3.5
2024-08-22,Jateng,0.0
2024-08-23,Jateng,0.0
2024-08-24,Jateng,0.0
2024-08-25,Jateng,0.0
2024-08-26,Jateng,10.0
2024-08-27,Jateng,6.5
2024-08-28,Jateng,0.0
2024-08-29,Jateng,9.4
2024-08-30,Jateng,7.6
2024-08-31,Jateng,7.7
2024-09-01,Jateng,0.0
2024-09-02,Jateng,0.0
2024-09-03,Jateng,0.0
2024-09-04,Jateng,11.8
2024-09-05,Jateng,5.9
2024-09-06,Jateng,0.0
2024-09-07,Jateng,0.0
2024-09-08,Jateng,0.0
2024-09-09,Jateng,3.0
2024-09-10,Jateng,0.0
2024-09-11,Jateng,0.0
2024-09-12,Jateng,3.7
2024-09-13,Jateng,2.6
2024-09-14,Jateng,4.1
2024-09-15,Jateng,3.1
2024-09-16,Jateng,0.0
2024-09-17,Jateng,0.0
2024-09-18,Jateng,7.7
2024-09-19,Jateng,8.3
2024-09-20,Jateng,0.0
2024-09-21,Jateng,0.0
2024-09-22,Jateng,10.0
2024-09-23,Jateng,0.0
2024-09-24,Jateng,0.0
2024-09-25,Jateng,0.0
2024-09-26,Jateng,0.0
2024-09-27,Jateng,6.5
2024-09-28,Jateng,0.0
2024-09-29,Jateng,0.0
2024-09-30,Jateng,0.0
2024-10-01,Jateng,0.0
2024-10-02,Jateng,0.0
2024-10-03,Jateng,0.0
2024-10-04,Jateng,2.4
2024-10-05,Jateng,4.0
2024-10-06,Jateng,0.0
2024-10-07,Jateng,6.5
2024-10-08,Jateng,12.2
2024-10-09,Jateng,0.0
2024-10-10,Jateng,3.8
2024-10-11,Jateng,0.0
2024-10-12,Jateng,12.0
2024-10-13,Jateng,9.7
2024-10-14,Jateng,0.0
2024-10-15,Jateng,5.2
2024-10-16,Jateng,1.6
2024-10-17,Jateng,0.0
2024-10-18,Jateng,0.0
2024-10-19,Jateng,5.3
2024-10-20,Jateng,10.3
2024-10-21,Jateng,0.0
2024-10-22,Jateng,0.0
2024-10-23,Jateng,11.1
2024-10-24,Jateng,0.0
2024-10-25,Jateng,0.0
2024-10-26,Jateng,8.1
2024-10-27,Jateng,5.0
2024-10-28,Jateng,6.5
2024-10-29,Jateng,8.1
2024-10-30,Jateng,0.0
2024-10-31,Jateng,12.4
2024-11-01,Jateng,13.4
2024-11-02,Jateng,11.0
2024-11-03,Jateng,10.8
2024-11-04,Jateng,0.0
2024-11-05,Jateng,13.9
2024-11-06,Jateng,0.0
2024-11-07,Jateng,0.0
2024-11-08,Jateng,8.2
2024-11-09,Jateng,0.0
2024-11-10,Jateng,0.0
2024-11-11,Jateng,0.0
2024-11-12,Jateng,10.3
2024-11-13,Jateng,0.0
2024-11-14,Jateng,0.0
2024-11-15,Jateng,0.0
2024-11-16,Jateng,0.0
2024-11-17,Jateng,0.0
2024-11-18,Jateng,0.0
2024-11-19,Jateng,0.0
2024-11-20,Jateng,7.8
2024-11-21,Jateng,5.9
2024-11-22,Jateng,0.0
2024-11-23,Jateng,6.3
2024-11-24,Jateng,0.0
2024-11-25,Jateng,11.3
2024-11-26,Jateng,0.0
2024-11-27,Jateng,7.3
2024-11-28,Jateng,7.3
2024-11-29,Jateng,0.0
2024-11-30,Jateng,5.0
2024-12-01,Jateng,9.5
2024-12-02,Jateng,7.1
2024-12-03,Jateng,0.0
2024-12-04,Jateng,0.0
2024-12-05,Jateng,12.1
2024-12-06,Jateng,13.7
2024-12-07,Jateng,15.3
2024-12-08,Jateng,14.3
2024-12-09,Jateng,0.0
2024-12-10,Jateng,0.0
2024-12-11,Jateng,10.5
2024-12-12,Jateng,0.0
2024-12-13,Jateng,0.0
2024-12-14,Jateng,14.7
2024-12-15,Jateng,14.2
2024-12-16,Jateng,14.7
2024-12-17,Jateng,0.0
2024-12-18,Jateng,0.0
2024-12-19,Jateng,15.1
2024-12-20,Jateng,10.5
2024-12-21,Jateng,13.2
2024-12-22,Jateng,0.0
2024-12-23,Jateng,12.8
2024-12-24,Jateng,12.5
2024-12-25,Jateng,10.6
2024-12-26,Jateng,6.3
2024-12-27,Jateng,10.7
2024-12-28,Jateng,10.6
2024-12-29,Jateng,0.0
2024-12-30,Jateng,12.2
2024-12-31,Jateng,10.4
2025-01-01,Jateng,0.0
2025-01-02,Jateng,8.4
2025-01-03,Jateng,6.8
2025-01-04,Jateng,0.0
2025-01-05,Jateng,12.8
2025-01-06,Jateng,13.7
2025-01-07,Jateng,14.5
2025-01-08,Jateng,0.0
2025-01-09,Jateng,13.7
2025-01-10,Jateng,0.0
2025-01-11,Jateng,0.0
2025-01-12,Jateng,14.8
2025-01-13,Jateng,15.1
2025-01-14,Jateng,0.0
2025-01-15,Jateng,0.0
2025-01-16,Jateng,0.0
2025-01-17,Jateng,0.0
2025-01-18,Jateng,0.0
2025-01-19,Jateng,0.0
2025-01-20,Jateng,15.6
2025-01-21,Jateng,0.0
2025-01-22,Jateng,13.1
2025-01-23,Jateng,15.6
2025-01-24,Jateng,0.0
2025-01-25,Jateng,0.0
2025-01-26,Jateng,17.3
2025-01-27,Jateng,10.2
2025-01-28,Jateng,0.0
2025-01-29,Jateng,0.0
2025-01-30,Jateng,0.0
2025-01-31,Jateng,10.9
2025-02-01,Jateng,0.0
2025-02-02,Jateng,0.0
2025-02-03,Jateng,13.8
2025-02-04,Jateng,0.0
2025-02-05,Jateng,0.0
2025-02-06,Jateng,3.5
2025-02-07,Jateng,9.9
2025-02-08,Jateng,12.2
2025-02-09,Jateng,13.9
2025-02-10,Jateng,0.0
2025-02-11,Jateng,9.2
2025-02-12,Jateng,0.0
2025-02-13,Jateng,0.0
2025-02-14,Jateng,0.0
2025-02-15,Jateng,0.0
2025-02-16,Jateng,0.0
2025-02-17,Jateng,17.1
2025-02-18,Jateng,11.9
2025-02-19,Jateng,11.1
2025-02-20,Jateng,7.7
2025-02-21,Jateng,11.9
2025-02-22,Jateng,7.7
2025-02-23,Jateng,0.0
2025-02-24,Jateng,0.0
2025-02-25,Jateng,5.7
2025-02-26,Jateng,3.8
2025-02-27,Jateng,0.0
2025-02-28,Jateng,0.0
2025-03-01,Jateng,6.9
2025-03-02,Jateng,0.0
2025-03-03,Jateng,0.0
2025-03-04,Jateng,0.0
2025-03-05,Jateng,0.0
2025-03-06,Jateng,7.6
2025-03-07,Jateng,11.1
2025-03-08,Jateng,12.4
2025-03-09,Jateng,0.0
2025-03-10,Jateng,11.0
2025-03-11,Jateng,16.0
2025-03-12,Jateng,15.0
2025-03-13,Jateng,0.0
2025-03-14,Jateng,0.0
2025-03-15,Jateng,9.6
2025-03-16,Jateng,9.5
2025-03-17,Jateng,10.9
2025-03-18,Jateng,14.6
2025-03-19,Jateng,0.0
2025-03-20,Jateng,0.0
2025-03-21,Jateng,0.0
2025-03-22,Jateng,0.0
2025-03-23,Jateng,13.6
2025-03-24,Jateng,9.4
2025-03-25,Jateng,13.3
2025-03-26,Jateng,12.5
2025-03-27,Jateng,0.0
2025-03-28,Jateng,10.0
2025-03-29,Jateng,13.5
2025-03-30,Jateng,0.0
2025-03-31,Jateng,10.2
2025-04-01,Jateng,0.0
2025-04-02,Jateng,6.7
2025-04-03,Jateng,16.8
2025-04-04,Jateng,0.0
2025-04-05,Jateng,0.0
2025-04-06,Jateng,10.7
2025-04-07,Jateng,13.2
2025-04-08,Jateng,0.0
2025-04-09,Jateng,6.5
2025-04-10,Jateng,8.0
2025-04-11,Jateng,0.0
2025-04-12,Jateng,4.6
2025-04-13,Jateng,0.0
2025-04-14,Jateng,0.6
2025-04-15,Jateng,3.0
2025-04-16,Jateng,0.0
2025-04-17,Jateng,0.0
2025-04-18,Jateng,0.0
2025-04-19,Jateng,0.0
2025-04-20,Jateng,11.3
2025-04-21,Jateng,0.0
2025-04-22,Jateng,9.3
2025-04-23,Jateng,3.6
2025-04-24,Jateng,2.6
2025-04-25,Jateng,0.0
2025-04-26,Jateng,0.0
2025-04-27,Jateng,0.0
2025-04-28,Jateng,0.0
2025-04-29,Jateng,8.7
2025-04-30,Jateng,7.5
2025-05-01,Jateng,8.5
2025-05-02,Jateng,6.5
2025-05-03,Jateng,4.5
2025-05-04,Jateng,4.1
2025-05-05,Jateng,0.0
2025-05-06,Jateng,0.0
2025-05-07,Jateng,0.0
2025-05-08,Jateng,4.9
2025-05-09,Jateng,4.1
2025-05-10,Jateng,0.0
2025-05-11,Jateng,0.0
2025-05-12,Jateng,5.5
2025-05-13,Jateng,0.0
2025-05-14,Jateng,0.0
2025-05-15,Jateng,0.0
2025-05-16,Jateng,0.0
2025-05-17,Jateng,0.0
2025-05-18,Jateng,0.0
2025-05-19,Jateng,4.1
2025-05-20,Jateng,0.0
2025-05-21,Jateng,0.0
2025-05-22,Jateng,11.5
2025-05-23,Jateng,0.0
2025-05-24,Jateng,4.4
