date,sea_area,wind_speed_knots,wave_height_m
07/07/2024,Laut Jawa Tengah,6.2,0.62
08/07/2024,Laut Jawa Tengah,8.1,0.54
09/07/2024,Laut Jawa Tengah,7.6,0.78
10/07/2024,Laut Jawa Tengah,9.1,0.45
11/07/2024,Laut Jawa Tengah,8.4,0.2
12/07/2024,Laut Jawa Tengah,7.3,0.2
13/07/2024,Laut Jawa Tengah,7.0,0.2
14/07/2024,Laut Jawa Tengah,10.5,0.6
15/07/2024,Laut Jawa Tengah,11.6,0.24
16/07/2024,Laut Jawa Tengah,10.4,0.65
17/07/2024,Laut Jawa Tengah,11.7,0.37
18/07/2024,Laut Jawa Tengah,12.1,0.78
19/07/2024,Laut Jawa Tengah,8.9,1.23
20/07/2024,Laut Jawa Tengah,9.5,1.37
21/07/2024,Laut Jawa Tengah,11.5,1.27
22/07/2024,Laut Jawa Tengah,12.3,1.03
23/07/2024,Laut Jawa Tengah,12.9,0.97
24/07/2024,Laut Jawa Tengah,13.4,1.16
25/07/2024,Laut Jawa Tengah,13.8,1.39
26/07/2024,Laut Jawa Tengah,10.7,1.3
27/07/2024,Laut Jawa Tengah,10.8,1.82
28/07/2024,Laut Jawa Tengah,9.9,1.07
29/07/2024,Laut Jawa Tengah,9.9,0.58
30/07/2024,Laut Jawa Tengah,10.1,0.2
31/07/2024,Laut Jawa Tengah,9.4,0.2
01/08/2024,Laut Jawa Tengah,10.3,0.27
02/08/2024,Laut Jawa Tengah,11.1,0.41
03/08/2024,Laut Jawa Tengah,9.4,0.4
04/08/2024,Laut Jawa Tengah,7.6,0.2
05/08/2024,Laut Jawa Tengah,6.5,0.46
06/08/2024,Laut Jawa Tengah,4.0,0.58
07/08/2024,Laut Jawa Tengah,7.2,0.65
08/08/2024,Laut Jawa Tengah,7.9,0.65
09/08/2024,Laut Jawa Tengah,9.6,0.64
10/08/2024,Laut Jawa Tengah,9.3,1.32
11/08/2024,Laut Jawa Tengah,11.6,1.61
12/08/2024,Laut Jawa Tengah,11.4,2.12
13/08/2024,Laut Jawa Tengah,11.6,2.22
14/08/2024,Laut Jawa Tengah,12.6,1.73
15/08/2024,Laut Jawa Tengah,17.5,2.04
16/08/2024,Laut Jawa Tengah,12.3,2.31
17/08/2024,Laut Jawa Tengah,10.8,2.3
18/08/2024,Laut Jawa Tengah,11.6,2.25
19/08/2024,Laut Jawa Tengah,10.6,2.34
20/08/2024,Laut Jawa Tengah,12.2,2.47
21/08/2024,Laut Jawa Tengah,10.9,1.95
22/08/2024,Laut Jawa Tengah,10.3,2.27
23/08/2024,Laut Jawa Tengah,13.1,2.28
24/08/2024,Laut Jawa Tengah,14.2,2.08
25/08/2024,Laut Jawa Tengah,12.6,1.83
26/08/2024,Laut Jawa Tengah,13.4,1.19
27/08/2024,Laut Jawa Tengah,13.5,1.44
28/08/2024,Laut Jawa Tengah,14.9,1.22
29/08/2024,Laut Jawa Tengah,13.2,1.3
30/08/2024,Laut Jawa Tengah,11.7,0.84
31/08/2024,Laut Jawa Tengah,13.5,1.06
01/09/2024,Laut Jawa Tengah,12.8,0.98
02/09/2024,Laut Jawa Tengah,11.4,0.2
03/09/2024,Laut Jawa Tengah,9.6,0.4
04/09/2024,Laut Jawa Tengah,11.5,0.62
05/09/2024,Laut Jawa Tengah,11.0,1.12
06/09/2024,Laut Jawa Tengah,11.8,1.36
07/09/2024,Laut Jawa Tengah,13.2,1.59
08/09/2024,Laut Jawa Tengah,16.4,1.43
09/09/2024,Laut Jawa Tengah,15.6,1.12
10/09/2024,Laut Jawa Tengah,16.1,1.16
11/09/2024,Laut Jawa Tengah,16.3,1.69
12/09/2024,Laut Jawa Tengah,13.5,1.78
13/09/2024,Laut Jawa Tengah,14.1,1.66
14/09/2024,Laut Jawa Tengah,14.6,1.46
15/09/2024,Laut Jawa Tengah,15.5,1.9
16/09/2024,Laut Jawa Tengah,15.2,2.39
17/09/2024,Laut Jawa Tengah,16.2,2.51
18/09/2024,Laut Jawa Tengah,16.0,2.03
19/09/2024,Laut Jawa Tengah,18.1,1.64
20/09/2024,Laut Jawa Tengah,20.2,1.38
21/09/2024,Laut Jawa Tengah,20.0,1.71
22/09/2024,Laut Jawa Tengah,17.7,1.94
23/09/2024,Laut Jawa Tengah,15.9,1.84
24/09/2024,Laut Jawa Tengah,19.0,1.43
25/09/2024,Laut Jawa Tengah,17.1,1.14
26/09/2024,Laut Jawa Tengah,14.7,1.07
27/09/2024,Laut Jawa Tengah,14.9,1.51
28/09/2024,Laut Jawa Tengah,14.7,1.49
29/09/2024,Laut Jawa Tengah,14.5,1.59
30/09/2024,Laut Jawa Tengah,15.1,2.17
01/10/2024,Laut Jawa Tengah,16.2,1.85
02/10/2024,Laut Jawa Tengah,15.7,2.45
03/10/2024,Laut Jawa Tengah,19.2,2.71
04/10/2024,Laut Jawa Tengah,18.8,2.53
05/10/2024,Laut Jawa Tengah,18.7,3.06
06/10/2024,Laut Jawa Tengah,20.0,2.07
07/10/2024,Laut Jawa Tengah,22.2,2.06
08/10/2024,Laut Jawa Tengah,22.5,2.11
09/10/2024,Laut Jawa Tengah,19.2,2.2
10/10/2024,Laut Jawa Tengah,17.3,2.13
11/10/2024,Laut Jawa Tengah,16.6,1.78
12/10/2024,Laut Jawa Tengah,13.2,2.31
13/10/2024,Laut Jawa Tengah,14.3,2.39
14/10/2024,Laut Jawa Tengah,14.5,2.83
15/10/2024,Laut Jawa Tengah,10.5,2.82
16/10/2024,Laut Jawa Tengah,14.7,2.45
17/10/2024,Laut Jawa Tengah,15.5,1.48
18/10/2024,Laut Jawa Tengah,15.4,1.62
19/10/2024,Laut Jawa Tengah,14.1,1.83
20/10/2024,Laut Jawa Tengah,11.4,1.52
21/10/2024,Laut Jawa Tengah,12.0,1.75
22/10/2024,Laut Jawa Tengah,16.8,1.56
23/10/2024,Laut Jawa Tengah,16.1,1.83
24/10/2024,Laut Jawa Tengah,14.8,1.64
25/10/2024,Laut Jawa Tengah,15.4,2.28
26/10/2024,Laut Jawa Tengah,14.9,2.24
27/10/2024,Laut Jawa Tengah,14.6,2.49
28/10/2024,Laut Jawa Tengah,18.7,2.17
29/10/2024,Laut Jawa Tengah,15.7,2.05
30/10/2024,Laut Jawa Tengah,12.6,2.33
31/10/2024,Laut Jawa Tengah,16.4,2.08
01/11/2024,Laut Jawa Tengah,19.9,2.07
02/11/2024,Laut Jawa Tengah,20.5,1.87
03/11/2024,Laut Jawa Tengah,16.1,1.43
04/11/2024,Laut Jawa Tengah,17.4,1.76
05/11/2024,Laut Jawa Tengah,18.0,2.15
06/11/2024,Laut Jawa Tengah,14.8,2.03
07/11/2024,Laut Jawa Tengah,14.6,2.81
08/11/2024,Laut Jawa Tengah,11.9,2.77
09/11/2024,Laut Jawa Tengah,15.5,2.63
10/11/2024,Laut Jawa Tengah,17.5,2.0
11/11/2024,Laut Jawa Tengah,20.5,1.72
12/11/2024,Laut Jawa Tengah,20.5,2.04
13/11/2024,Laut Jawa Tengah,20.2,2.36
14/11/2024,Laut Jawa Tengah,19.9,2.47
15/11/2024,Laut Jawa Tengah,20.3,2.04
16/11/2024,Laut Jawa Tengah,16.9,1.39
17/11/2024,Laut Jawa Tengah,14.5,1.56
18/11/2024,Laut Jawa Tengah,11.0,2.34
19/11/2024,Laut Jawa Tengah,12.3,2.56
20/11/2024,Laut Jawa Tengah,14.3,2.62
21/11/2024,Laut Jawa Tengah,15.4,2.82
22/11/2024,Laut Jawa Tengah,18.7,2.73
23/11/2024,Laut Jawa Tengah,19.7,1.97
24/11/2024,Laut Jawa Tengah,19.7,2.3
25/11/2024,Laut Jawa Tengah,18.8,2.28
26/11/2024,Laut Jawa Tengah,20.9,1.53
27/11/2024,Laut Jawa Tengah,19.3,2.06
28/11/2024,Laut Jawa Tengah,18.3,1.34
29/11/2024,Laut Jawa Tengah,20.3,1.79
30/11/2024,Laut Jawa Tengah,23.2,1.84
01/12/2024,Laut Jawa Tengah,25.6,1.83
02/12/2024,Laut Jawa Tengah,23.4,1.81
03/12/2024,Laut Jawa Tengah,21.7,2.1
04/12/2024,Laut Jawa Tengah,26.6,2.41
05/12/2024,Laut Jawa Tengah,24.0,3.09
06/12/2024,Laut Jawa Tengah,24.0,3.28
07/12/2024,Laut Jawa Tengah,24.4,3.52
08/12/2024,Laut Jawa Tengah,25.5,2.85
09/12/2024,Laut Jawa Tengah,23.7,2.65
10/12/2024,Laut Jawa Tengah,23.1,2.62
11/12/2024,Laut Jawa Tengah,25.8,2.45
12/12/2024,Laut Jawa Tengah,25.5,2.4
13/12/2024,Laut Jawa Tengah,20.7,2.96
14/12/2024,Laut Jawa Tengah,18.7,3.15
15/12/2024,Laut Jawa Tengah,20.4,3.45
16/12/2024,Laut Jawa Tengah,21.1,3.34
17/12/2024,Laut Jawa Tengah,19.3,2.95
18/12/2024,Laut Jawa Tengah,18.9,2.95
19/12/2024,Laut Jawa Tengah,18.2,3.16
20/12/2024,Laut Jawa Tengah,20.7,3.0
21/12/2024,Laut Jawa Tengah,19.9,3.6
22/12/2024,Laut Jawa Tengah,18.9,3.87
23/12/2024,Laut Jawa Tengah,18.1,3.64
24/12/2024,Laut Jawa Tengah,10.9,3.47
25/12/2024,Laut Jawa Tengah,14.1,3.71
26/12/2024,Laut Jawa Tengah,17.7,3.74
27/12/2024,Laut Jawa Tengah,19.4,3.87
28/12/2024,Laut Jawa Tengah,20.3,2.92
29/12/2024,Laut Jawa Tengah,19.9,2.07
30/12/2024,Laut Jawa Tengah,18.1,2.21
31/12/2024,Laut Jawa Tengah,19.4,2.31
01/01/2025,Laut Jawa Tengah,16.8,1.87
02/01/2025,Laut Jawa Tengah,20.0,2.48
03/01/2025,Laut Jawa Tengah,20.7,2.46
04/01/2025,Laut Jawa Tengah,20.5,2.5
05/01/2025,Laut Jawa Tengah,19.4,2.3
06/01/2025,Laut Jawa Tengah,20.0,2.07
07/01/2025,Laut Jawa Tengah,15.5,2.47
08/01/2025,Laut Jawa Tengah,19.2,2.53
09/01/2025,Laut Jawa Tengah,15.8,2.52
10/01/2025,Laut Jawa Tengah,18.3,2.42
11/01/2025,Laut Jawa Tengah,19.7,2.7
12/01/2025,Laut Jawa Tengah,22.0,2.9
13/01/2025,Laut Jawa Tengah,20.4,2.38
14/01/2025,Laut Jawa Tengah,21.3,2.51
15/01/2025,Laut Jawa Tengah,17.7,1.89
16/01/2025,Laut Jawa Tengah,16.1,2.26
17/01/2025,Laut Jawa Tengah,19.1,2.52
18/01/2025,Laut Jawa Tengah,19.1,2.65
19/01/2025,Laut Jawa Tengah,16.2,2.07
20/01/2025,Laut Jawa Tengah,18.9,1.4
21/01/2025,Laut Jawa Tengah,16.4,1.44
22/01/2025,Laut Jawa Tengah,20.9,1.71
23/01/2025,Laut Jawa Tengah,18.6,1.54
24/01/2025,Laut Jawa Tengah,20.7,1.39
25/01/2025,Laut Jawa Tengah,19.8,1.89
26/01/2025,Laut Jawa Tengah,16.2,1.43
27/01/2025,Laut Jawa Tengah,17.1,2.44
28/01/2025,Laut Jawa Tengah,16.9,2.83
29/01/2025,Laut Jawa Tengah,17.2,3.07
30/01/2025,Laut Jawa Tengah,21.3,3.18
31/01/2025,Laut Jawa Tengah,21.5,2.9
01/02/2025,Laut Jawa Tengah,22.5,2.87
02/02/2025,Laut Jawa Tengah,19.8,2.81
03/02/2025,Laut Jawa Tengah,20.4,3.49
04/02/2025,Laut Jawa Tengah,19.8,3.31
05/02/2025,Laut Jawa Tengah,21.7,3.16
06/02/2025,Laut Jawa Tengah,23.7,2.81
07/02/2025,Laut Jawa Tengah,23.8,2.93
08/02/2025,Laut Jawa Tengah,18.4,3.16
09/02/2025,Laut Jawa Tengah,16.7,2.56
10/02/2025,Laut Jawa Tengah,12.8,3.09
11/02/2025,Laut Jawa Tengah,13.1,2.68
12/02/2025,Laut Jawa Tengah,12.8,2.5
13/02/2025,Laut Jawa Tengah,14.8,2.36
14/02/2025,Laut Jawa Tengah,16.4,2.55
15/02/2025,Laut Jawa Tengah,17.1,3.08
16/02/2025,Laut Jawa Tengah,20.1,2.89
17/02/2025,Laut Jawa Tengah,18.6,2.84
18/02/2025,Laut Jawa Tengah,20.5,3.03
19/02/2025,Laut Jawa Tengah,21.0,3.78
20/02/2025,Laut Jawa Tengah,21.7,4.23
21/02/2025,Laut Jawa Tengah,25.7,3.95
22/02/2025,Laut Jawa Tengah,25.8,3.05
23/02/2025,Laut Jawa Tengah,28.3,2.42
24/02/2025,Laut Jawa Tengah,23.7,2.49
25/02/2025,Laut Jawa Tengah,22.3,1.64
26/02/2025,Laut Jawa Tengah,23.9,2.03
27/02/2025,Laut Jawa Tengah,22.6,1.89
28/02/2025,Laut Jawa Tengah,22.4,2.23
01/03/2025,Laut Jawa Tengah,19.8,2.37
02/03/2025,Laut Jawa Tengah,20.3,2.6
03/03/2025,Laut Jawa Tengah,23.8,2.2
04/03/2025,Laut Jawa Tengah,22.7,2.65
05/03/2025,Laut Jawa Tengah,22.4,2.08
06/03/2025,Laut Jawa Tengah,13.2,1.81
07/03/2025,Laut Jawa Tengah,17.7,1.83
08/03/2025,Laut Jawa Tengah,22.3,2.69
09/03/2025,Laut Jawa Tengah,23.9,2.29
10/03/2025,Laut Jawa Tengah,21.6,2.0
11/03/2025,Laut Jawa Tengah,24.9,3.5
12/03/2025,Laut Jawa Tengah,22.3,2.34
13/03/2025,Laut Jawa Tengah,21.1,1.65
14/03/2025,Laut Jawa Tengah,19.0,1.88
15/03/2025,Laut Jawa Tengah,18.8,1.9
16/03/2025,Laut Jawa Tengah,19.9,2.52
17/03/2025,Laut Jawa Tengah,21.4,2.33
18/03/2025,Laut Jawa Tengah,22.0,2.53
19/03/2025,Laut Jawa Tengah,26.0,2.69
20/03/2025,Laut Jawa Tengah,21.2,2.47
21/03/2025,Laut Jawa Tengah,17.7,2.12
22/03/2025,Laut Jawa Tengah,17.7,2.56
23/03/2025,Laut Jawa Tengah,16.0,2.57
24/03/2025,Laut Jawa Tengah,14.8,2.29
25/03/2025,Laut Jawa Tengah,12.2,2.42
26/03/2025,Laut Jawa Tengah,11.9,2.84
27/03/2025,Laut Jawa Tengah,13.3,2.43
28/03/2025,Laut Jawa Tengah,15.1,3.15
29/03/2025,Laut Jawa Tengah,15.5,3.55
30/03/2025,Laut Jawa Tengah,18.4,3.29
31/03/2025,Laut Jawa Tengah,19.6,3.2
01/04/2025,Laut Jawa Tengah,19.5,2.69
02/04/2025,Laut Jawa Tengah,18.1,2.58
03/04/2025,Laut Jawa Tengah,19.2,2.53
04/04/2025,Laut Jawa Tengah,21.3,2.94
05/04/2025,Laut Jawa Tengah,20.8,2.74
06/04/2025,Laut Jawa Tengah,20.9,2.3
07/04/2025,Laut Jawa Tengah,20.6,2.35
08/04/2025,Laut Jawa Tengah,19.8,2.11
09/04/2025,Laut Jawa Tengah,21.3,1.9
10/04/2025,Laut Jawa Tengah,20.5,2.42
11/04/2025,Laut Jawa Tengah,18.4,2.78
12/04/2025,Laut Jawa Tengah,13.9,2.86
13/04/2025,Laut Jawa Tengah,14.6,2.47
14/04/2025,Laut Jawa Tengah,18.3,1.82
15/04/2025,Laut Jawa Tengah,13.8,1.2
16/04/2025,Laut Jawa Tengah,12.4,1.2
17/04/2025,Laut Jawa Tengah,15.0,1.25
18/04/2025,Laut Jawa Tengah,14.1,1.12
19/04/2025,Laut Jawa Tengah,12.0,0.87
20/04/2025,Laut Jawa Tengah,16.7,1.13
21/04/2025,Laut Jawa Tengah,16.3,1.74
22/04/2025,Laut Jawa Tengah,17.8,1.17
23/04/2025,Laut Jawa Tengah,14.2,1.26
24/04/2025,Laut Jawa Tengah,12.2,1.58
25/04/2025,Laut Jawa Tengah,16.2,2.27
26/04/2025,Laut Jawa Tengah,16.4,2.5
27/04/2025,Laut Jawa Tengah,16.0,2.32
28/04/2025,Laut Jawa Tengah,10.7,1.85
29/04/2025,Laut Jawa Tengah,15.0,1.87
30/04/2025,Laut Jawa Tengah,17.9,2.4
01/05/2025,Laut Jawa Tengah,18.3,1.29
02/05/2025,Laut Jawa Tengah,15.3,1.29
03/05/2025,Laut Jawa Tengah,16.1,1.81
04/05/2025,Laut Jawa Tengah,15.7,1.84
05/05/2025,Laut Jawa Tengah,13.1,1.93
06/05/2025,Laut Jawa Tengah,13.8,1.99
07/05/2025,Laut Jawa Tengah,10.8,1.56
08/05/2025,Laut Jawa Tengah,14.7,1.85
09/05/2025,Laut Jawa Tengah,16.4,1.73
10/05/2025,Laut Jawa Tengah,16.9,1.79
11/05/2025,Laut Jawa Tengah,13.8,1.4
12/05/2025,Laut Jawa Tengah,14.2,1.69
13/05/2025,Laut Jawa Tengah,12.8,1.33
14/05/2025,Laut Jawa Tengah,14.1,1.37
15/05/2025,Laut Jawa Tengah,14.1,1.6
16/05/2025,Laut Jawa Tengah,13.3,1.52
17/05/2025,Laut Jawa Tengah,15.2,1.87
18/05/2025,Laut Jawa Tengah,14.2,1.68
19/05/2025,Laut Jawa Tengah,16.4,1.59
20/05/2025,Laut Jawa Tengah,14.9,0.92
21/05/2025,Laut Jawa Tengah,13.5,0.57
22/05/2025,Laut Jawa Tengah,16.1,0.76
23/05/2025,Laut Jawa Tengah,16.0,0.77
24/05/2025,Laut Jawa Tengah,18.3,1.09
25/05/2025,Laut Jawa Tengah,14.8,1.3
26/05/2025,Laut Jawa Tengah,9.6,1.8
27/05/2025,Laut Jawa Tengah,11.6,1.84
28/05/2025,Laut Jawa Tengah,12.6,1.97
29/05/2025,Laut Jawa Tengah,9.6,1.96
30/05/2025,Laut Jawa Tengah,12.2,1.88
31/05/2025,Laut Jawa Tengah,13.7,1.44
01/06/2022,Laut Jawa Timur,12.8,1.66
02/06/2022,Laut Jawa Timur,11.8,1.81
03/06/2022,Laut Jawa Timur,8.5,1.55
04/06/2022,Laut Jawa Timur,7.9,1.49
05/06/2022,Laut Jawa Timur,10.8,1.84
06/06/2022,Laut Jawa Timur,12.5,1.9
07/06/2022,Laut Jawa Timur,12.1,1.63
08/06/2022,Laut Jawa Timur,12.0,1.62
09/06/2022,Laut Jawa Timur,10.5,1.4
10/06/2022,Laut Jawa Timur,12.1,2.11
11/06/2022,Laut Jawa Timur,12.7,2.27
12/06/2022,Laut Jawa Timur,13.3,1.35
13/06/2022,Laut Jawa Timur,13.6,1.21
14/06/2022,Laut Jawa Timur,14.4,1.05
15/06/2022,Laut Jawa Timur,11.8,1.16
16/06/2022,Laut Jawa Timur,10.5,1.24
17/06/2022,Laut Jawa Timur,11.8,0.88
18/06/2022,Laut Jawa Timur,14.8,0.97
19/06/2022,Laut Jawa Timur,11.3,1.6
20/06/2022,Laut Jawa Timur,12.3,1.66
21/06/2022,Laut Jawa Timur,12.7,1.45
22/06/2022,Laut Jawa Timur,13.2,1.13
23/06/2022,Laut Jawa Timur,14.4,0.67
24/06/2022,Laut Jawa Timur,13.5,0.2
25/06/2022,Laut Jawa Timur,12.0,0.28
26/06/2022,Laut Jawa Timur,12.1,0.37
27/06/2022,Laut Jawa Timur,14.3,0.2
28/06/2022,Laut Jawa Timur,13.4,0.38
29/06/2022,Laut Jawa Timur,13.0,0.65
30/06/2022,Laut Jawa Timur,15.2,0.51
01/07/2022,Laut Jawa Timur,13.9,0.83
02/07/2022,Laut Jawa Timur,12.6,0.81
03/07/2022,Laut Jawa Timur,11.6,0.93
04/07/2022,Laut Jawa Timur,13.8,0.75
05/07/2022,Laut Jawa Timur,12.3,0.52
06/07/2022,Laut Jawa Timur,11.6,0.2
07/07/2022,Laut Jawa Timur,8.0,0.22
08/07/2022,Laut Jawa Timur,11.7,0.2
09/07/2022,Laut Jawa Timur,12.6,0.2
10/07/2022,Laut Jawa Timur,15.0,0.45
11/07/2022,Laut Jawa Timur,15.4,1.0
12/07/2022,Laut Jawa Timur,11.0,1.33
13/07/2022,Laut Jawa Timur,8.3,0.64
14/07/2022,Laut Jawa Timur,9.6,0.71
15/07/2022,Laut Jawa Timur,12.5,0.84
16/07/2022,Laut Jawa Timur,15.9,1.25
17/07/2022,Laut Jawa Timur,13.7,1.21
18/07/2022,Laut Jawa Timur,15.7,1.16
19/07/2022,Laut Jawa Timur,13.9,1.42
20/07/2022,Laut Jawa Timur,14.2,1.34
21/07/2022,Laut Jawa Timur,12.6,1.57
22/07/2022,Laut Jawa Timur,10.5,1.27
23/07/2022,Laut Jawa Timur,11.7,1.85
24/07/2022,Laut Jawa Timur,12.5,1.73
25/07/2022,Laut Jawa Timur,10.0,1.49
26/07/2022,Laut Jawa Timur,11.3,1.61
27/07/2022,Laut Jawa Timur,15.2,1.0
28/07/2022,Laut Jawa Timur,17.6,0.8
29/07/2022,Laut Jawa Timur,13.3,1.13
30/07/2022,Laut Jawa Timur,9.8,0.74
31/07/2022,Laut Jawa Timur,13.7,0.88
01/08/2022,Laut Jawa Timur,12.3,1.06
02/08/2022,Laut Jawa Timur,11.5,0.81
03/08/2022,Laut Jawa Timur,8.5,0.57
04/08/2022,Laut Jawa Timur,13.6,0.42
05/08/2022,Laut Jawa Timur,13.8,0.21
06/08/2022,Laut Jawa Timur,10.3,0.91
07/08/2022,Laut Jawa Timur,13.3,1.29
08/08/2022,Laut Jawa Timur,12.7,1.06
09/08/2022,Laut Jawa Timur,10.3,0.67
10/08/2022,Laut Jawa Timur,11.0,0.47
11/08/2022,Laut Jawa Timur,7.9,0.72
12/08/2022,Laut Jawa Timur,9.6,0.62
13/08/2022,Laut Jawa Timur,12.4,1.42
14/08/2022,Laut Jawa Timur,13.9,0.3
15/08/2022,Laut Jawa Timur,14.9,0.2
16/08/2022,Laut Jawa Timur,15.0,0.2
17/08/2022,Laut Jawa Timur,15.1,0.59
18/08/2022,Laut Jawa Timur,13.7,1.61
19/08/2022,Laut Jawa Timur,13.6,1.4
20/08/2022,Laut Jawa Timur,14.2,1.24
21/08/2022,Laut Jawa Timur,12.8,0.89
22/08/2022,Laut Jawa Timur,10.2,0.97
23/08/2022,Laut Jawa Timur,12.2,1.06
24/08/2022,Laut Jawa Timur,12.7,1.28
25/08/2022,Laut Jawa Timur,13.2,0.77
26/08/2022,Laut Jawa Timur,11.9,0.65
27/08/2022,Laut Jawa Timur,9.6,0.92
28/08/2022,Laut Jawa Timur,12.5,1.12
29/08/2022,Laut Jawa Timur,7.9,1.48
30/08/2022,Laut Jawa Timur,9.8,1.62
31/08/2022,Laut Jawa Timur,8.8,1.27
01/09/2022,Laut Jawa Timur,9.3,1.1
02/09/2022,Laut Jawa Timur,7.4,0.94
03/09/2022,Laut Jawa Timur,9.1,0.92
04/09/2022,Laut Jawa Timur,10.5,0.73
05/09/2022,Laut Jawa Timur,15.1,0.79
06/09/2022,Laut Jawa Timur,10.8,1.56
07/09/2022,Laut Jawa Timur,10.4,1.49
08/09/2022,Laut Jawa Timur,10.5,1.5
09/09/2022,Laut Jawa Timur,11.3,2.12
10/09/2022,Laut Jawa Timur,9.6,2.02
11/09/2022,Laut Jawa Timur,11.8,2.11
12/09/2022,Laut Jawa Timur,15.4,2.08
13/09/2022,Laut Jawa Timur,14.1,1.9
14/09/2022,Laut Jawa Timur,13.0,1.38
15/09/2022,Laut Jawa Timur,16.7,1.08
16/09/2022,Laut Jawa Timur,14.1,1.52
17/09/2022,Laut Jawa Timur,15.2,1.35
18/09/2022,Laut Jawa Timur,13.4,1.47
19/09/2022,Laut Jawa Timur,15.2,1.46
20/09/2022,Laut Jawa Timur,15.3,1.51
21/09/2022,Laut Jawa Timur,19.6,1.35
22/09/2022,Laut Jawa Timur,15.4,1.74
23/09/2022,Laut Jawa Timur,13.4,1.17
24/09/2022,Laut Jawa Timur,10.1,1.28
25/09/2022,Laut Jawa Timur,8.2,1.3
26/09/2022,Laut Jawa Timur,8.8,1.98
27/09/2022,Laut Jawa Timur,10.8,1.53
28/09/2022,Laut Jawa Timur,13.0,1.86
29/09/2022,Laut Jawa Timur,14.1,1.32
30/09/2022,Laut Jawa Timur,14.0,0.9
01/10/2022,Laut Jawa Timur,14.0,1.06
02/10/2022,Laut Jawa Timur,13.7,1.03
03/10/2022,Laut Jawa Timur,13.5,1.62
04/10/2022,Laut Jawa Timur,11.6,2.03
05/10/2022,Laut Jawa Timur,13.3,1.76
06/10/2022,Laut Jawa Timur,13.5,1.69
07/10/2022,Laut Jawa Timur,15.3,1.73
08/10/2022,Laut Jawa Timur,12.9,1.65
09/10/2022,Laut Jawa Timur,13.3,2.22
10/10/2022,Laut Jawa Timur,12.1,2.03
11/10/2022,Laut Jawa Timur,10.7,1.89
12/10/2022,Laut Jawa Timur,9.2,2.2
13/10/2022,Laut Jawa Timur,13.3,2.17
14/10/2022,Laut Jawa Timur,14.2,1.61
15/10/2022,Laut Jawa Timur,11.1,2.42
16/10/2022,Laut Jawa Timur,11.1,2.79
17/10/2022,Laut Jawa Timur,10.8,2.7
18/10/2022,Laut Jawa Timur,13.3,1.81
19/10/2022,Laut Jawa Timur,13.0,1.77
20/10/2022,Laut Jawa Timur,13.1,1.76
21/10/2022,Laut Jawa Timur,13.9,1.7
22/10/2022,Laut Jawa Timur,18.4,1.77
23/10/2022,Laut Jawa Timur,17.6,1.97
24/10/2022,Laut Jawa Timur,17.9,1.48
25/10/2022,Laut Jawa Timur,20.0,2.5
26/10/2022,Laut Jawa Timur,18.8,2.95
27/10/2022,Laut Jawa Timur,17.9,2.61
28/10/2022,Laut Jawa Timur,14.2,2.68
29/10/2022,Laut Jawa Timur,12.9,2.79
30/10/2022,Laut Jawa Timur,21.6,2.65
31/10/2022,Laut Jawa Timur,18.7,2.33
01/11/2022,Laut Jawa Timur,16.5,1.5
02/11/2022,Laut Jawa Timur,14.5,1.45
03/11/2022,Laut Jawa Timur,17.8,1.57
04/11/2022,Laut Jawa Timur,16.8,2.0
05/11/2022,Laut Jawa Timur,16.9,2.46
06/11/2022,Laut Jawa Timur,15.9,2.15
07/11/2022,Laut Jawa Timur,17.1,2.36
08/11/2022,Laut Jawa Timur,18.0,2.08
09/11/2022,Laut Jawa Timur,19.2,2.3
10/11/2022,Laut Jawa Timur,15.9,2.34
11/11/2022,Laut Jawa Timur,18.7,2.38
12/11/2022,Laut Jawa Timur,23.5,2.73
13/11/2022,Laut Jawa Timur,19.1,2.86
14/11/2022,Laut Jawa Timur,17.4,3.24
15/11/2022,Laut Jawa Timur,19.9,2.88
16/11/2022,Laut Jawa Timur,19.6,3.4
17/11/2022,Laut Jawa Timur,20.7,3.27
18/11/2022,Laut Jawa Timur,22.6,2.95
19/11/2022,Laut Jawa Timur,18.5,2.3
20/11/2022,Laut Jawa Timur,18.3,2.09
21/11/2022,Laut Jawa Timur,20.1,1.89
22/11/2022,Laut Jawa Timur,20.1,2.13
23/11/2022,Laut Jawa Timur,19.1,2.52
24/11/2022,Laut Jawa Timur,19.6,2.21
25/11/2022,Laut Jawa Timur,21.7,2.47
26/11/2022,Laut Jawa Timur,22.3,2.95
27/11/2022,Laut Jawa Timur,24.4,2.49
28/11/2022,Laut Jawa Timur,24.2,2.8
29/11/2022,Laut Jawa Timur,21.9,1.9
30/11/2022,Laut Jawa Timur,18.6,2.43
01/12/2022,Laut Jawa Timur,21.3,2.95
02/12/2022,Laut Jawa Timur,21.8,3.16
03/12/2022,Laut Jawa Timur,20.5,2.47
04/12/2022,Laut Jawa Timur,18.6,2.83
05/12/2022,Laut Jawa Timur,18.8,2.72
06/12/2022,Laut Jawa Timur,17.2,2.73
07/12/2022,Laut Jawa Timur,16.7,2.83
08/12/2022,Laut Jawa Timur,18.9,2.61
09/12/2022,Laut Jawa Timur,17.2,2.87
10/12/2022,Laut Jawa Timur,16.7,2.72
11/12/2022,Laut Jawa Timur,20.0,2.69
12/12/2022,Laut Jawa Timur,19.6,2.58
