date,route_id,trips,seats_available,tickets_sold,load_factor,cancelled
2024-01-30,R02,0,0,0.0,0.0,1
2024-01-31,R02,14,2338,2144.0,0.917,0
2024-02-01,R02,14,2338,1957.0,0.837,0
2024-02-02,R02,14,2338,2338.0,1.0,0
2024-02-03,R02,14,2338,2338.0,1.0,0
2024-02-04,R02,14,2338,1884.0,0.806,0
2024-02-05,R02,14,2338,1836.0,0.785,0
2024-02-06,R02,14,2338,1605.0,0.686,0
2024-02-07,R02,14,2338,2002.0,0.856,0
2024-02-08,R02,14,2338,1874.0,0.802,0
2024-02-09,R02,14,2338,2126.0,0.909,0
2024-02-10,R02,14,2338,1840.0,0.787,0
2024-02-11,R02,14,2338,2017.0,0.863,0
2024-02-12,R02,14,2338,1817.0,0.777,0
2024-02-13,R02,14,2338,1833.0,0.784,0
2024-02-14,R02,14,2338,1909.0,0.816,0
2024-02-15,R02,14,2338,2098.0,0.897,0
2024-02-16,R02,14,2338,2324.0,0.994,0
2024-02-17,R02,14,2338,2338.0,1.0,0
2024-02-18,R02,14,2338,2016.0,0.862,0
2024-02-19,R02,14,2338,1919.0,0.821,0
2024-02-20,R02,14,2338,1654.0,0.707,0
2024-02-21,R02,14,2338,1586.0,0.678,0
2024-02-22,R02,14,2338,1923.0,0.822,0
2024-02-23,R02,0,0,0.0,0.0,1
2024-02-24,R02,14,2338,2318.0,0.992,0
2024-02-25,R02,14,2338,2338.0,1.0,0
2024-02-26,R02,14,2338,2056.0,0.879,0
2024-02-27,R02,14,2338,1652.0,0.707,0
2024-02-28,R02,14,2338,1525.0,0.652,0
2024-02-29,R02,14,2338,1652.0,0.707,0
2024-03-01,R02,14,2338,2202.0,0.942,0
2024-03-02,R02,14,2338,2202.0,0.942,0
2024-03-03,R02,14,2338,2183.0,0.934,0
2024-03-04,R02,14,2338,1934.0,0.827,0
2024-03-05,R02,14,2338,2155.0,0.922,0
2024-03-06,R02,14,2338,,,0
2024-03-07,R02,14,2338,1793.0,0.767,0
2024-03-08,R02,14,2338,2288.0,0.979,0
2024-03-09,R02,14,2338,2075.0,0.888,0
2024-03-10,R02,14,2338,2204.0,0.943,0
2024-03-11,R02,0,0,0.0,0.0,1
2024-03-12,R02,14,2338,2312.0,0.989,0
2024-03-13,R02,14,2338,1807.0,0.773,0
2024-03-14,R02,14,2338,1965.0,0.84,0
2024-03-15,R02,14,2338,2003.0,0.857,0
2024-03-16,R02,14,2338,2261.0,0.967,0
2024-03-17,R02,14,2338,2338.0,1.0,0
2024-03-18,R02,14,2338,1840.0,0.787,0
2024-03-19,R02,14,2338,1566.0,0.67,0
2024-03-20,R02,14,2338,2137.0,0.914,0
2024-03-21,R02,14,2338,2309.0,0.987,0
2024-03-22,R02,14,2338,2338.0,1.0,0
2024-03-23,R02,14,2338,2338.0,1.0,0
2024-03-24,R02,14,2338,2051.0,0.877,0
2024-03-25,R02,14,2338,1500.0,0.642,0
2024-03-26,R02,14,2338,2164.0,0.926,0
2024-03-27,R02,14,2338,2112.0,0.903,0
2024-03-28,R02,14,2338,1645.0,0.704,0
2024-03-29,R02,14,2338,2220.0,0.949,0
2024-03-30,R02,14,2338,2338.0,1.0,0
2024-03-31,R02,0,0,0.0,0.0,1
2024-04-01,R02,0,0,0.0,0.0,1
2024-04-02,R02,0,0,0.0,0.0,1
2024-04-03,R02,14,2338,2338.0,1.0,0
2024-04-04,R02,14,2338,2338.0,1.0,0
2024-04-05,R02,14,2338,2338.0,1.0,0
2024-04-06,R02,14,2338,2338.0,1.0,0
2024-04-07,R02,14,2338,2338.0,1.0,0
2024-04-08,R02,14,2338,2338.0,1.0,0
2024-04-09,R02,14,2338,2338.0,1.0,0
2024-04-10,R02,14,2338,2338.0,1.0,0
2024-04-11,R02,14,2338,2338.0,1.0,0
2024-04-12,R02,14,2338,,,0
2024-04-13,R02,14,2338,2338.0,1.0,0
2024-04-14,R02,14,2338,2338.0,1.0,0
2024-04-15,R02,14,2338,2338.0,1.0,0
2024-04-16,R02,14,2338,2338.0,1.0,0
2024-04-17,R02,14,2338,2059.0,0.88,0
2024-04-18,R02,14,2338,2338.0,1.0,0
2024-04-19,R02,14,2338,2338.0,1.0,0
2024-04-20,R02,14,2338,1988.0,0.85,0
2024-04-21,R02,14,2338,2338.0,1.0,0
2024-04-22,R02,14,2338,2167.0,0.927,0
2024-04-23,R02,14,2338,1915.0,0.819,0
2024-04-24,R02,14,2338,1777.0,0.76,0
2024-04-25,R02,14,2338,2263.0,0.968,0
2024-04-26,R02,14,2338,2338.0,1.0,0
2024-04-27,R02,14,2338,2095.0,0.896,0
2024-04-28,R02,14,2338,2338.0,1.0,0
2024-04-29,R02,14,2338,2196.0,0.939,0
2024-04-30,R02,14,2338,2274.0,0.973,0
2024-05-01,R02,14,2338,2052.0,0.878,0
2024-05-02,R02,14,2338,2317.0,0.991,0
2024-05-03,R02,14,2338,2338.0,1.0,0
2024-05-04,R02,14,2338,2224.0,0.951,0
2024-05-05,R02,14,2338,2338.0,1.0,0
2024-05-06,R02,14,2338,1802.0,0.771,0
2024-05-07,R02,14,2338,2030.0,0.868,0
2024-05-08,R02,14,2338,1883.0,0.806,0
2024-05-09,R02,14,2338,1989.0,0.851,0
2024-05-10,R02,14,2338,2338.0,1.0,0
2024-05-11,R02,14,2338,2338.0,1.0,0
2024-05-12,R02,14,2338,2338.0,1.0,0
2024-05-13,R02,14,2338,1853.0,0.792,0
2024-05-14,R02,14,2338,2089.0,0.893,0
2024-05-15,R02,14,2338,1966.0,0.841,0
2024-05-16,R02,14,2338,2161.0,0.924,0
2024-05-17,R02,14,2338,2338.0,1.0,0
2024-05-18,R02,14,2338,2338.0,1.0,0
2024-05-19,R02,14,2338,2338.0,1.0,0
2024-05-20,R02,14,2338,2338.0,1.0,0
2024-05-21,R02,14,2338,2303.0,0.985,0
2024-05-22,R02,14,2338,2215.0,0.948,0
2024-05-23,R02,14,2338,2084.0,0.891,0
2024-05-24,R02,14,2338,2338.0,1.0,0
2024-05-25,R02,14,2338,2338.0,1.0,0
2024-05-26,R02,14,2338,2338.0,1.0,0
2024-05-27,R02,14,2338,2132.0,0.912,0
2024-05-28,R02,14,2338,1929.0,0.825,0
2024-05-29,R02,14,2338,2209.0,0.945,0
2024-05-30,R02,14,2338,2173.0,0.929,0
2024-05-31,R02,14,2338,2338.0,1.0,0
2024-06-01,R02,14,2338,2338.0,1.0,0
2024-06-02,R02,14,2338,2338.0,1.0,0
2024-06-03,R02,14,2338,2338.0,1.0,0
2024-06-04,R02,14,2338,1668.0,0.713,0
2024-06-05,R02,14,2338,1985.0,0.849,0
2024-06-06,R02,14,2338,1975.0,0.845,0
2024-06-07,R02,14,2338,2338.0,1.0,0
2024-06-08,R02,14,2338,2338.0,1.0,0
2024-06-09,R02,14,2338,2086.0,0.892,0
2024-06-10,R02,14,2338,2272.0,0.972,0
2024-06-11,R02,14,2338,2338.0,1.0,0
2024-06-12,R02,14,2338,2223.0,0.951,0
2024-06-13,R02,14,2338,2338.0,1.0,0
2024-06-14,R02,14,2338,2338.0,1.0,0
2024-06-15,R02,14,2338,2338.0,1.0,0
2024-06-16,R02,14,2338,2338.0,1.0,0
2024-06-17,R02,14,2338,2165.0,0.926,0
2024-06-18,R02,14,2338,2046.0,0.875,0
2024-06-19,R02,14,2338,2338.0,1.0,0
2024-06-20,R02,14,2338,2137.0,0.914,0
2024-06-21,R02,14,2338,2338.0,1.0,0
2024-06-22,R02,14,2338,2338.0,1.0,0
2024-06-23,R02,14,2338,2338.0,1.0,0
2024-06-24,R02,14,2338,1976.0,0.845,0
2024-06-25,R02,14,2338,2260.0,0.967,0
2024-06-26,R02,14,2338,1865.0,0.798,0
2024-06-27,R02,14,2338,2271.0,0.971,0
2024-06-28,R02,14,2338,1912.0,0.818,0
2024-06-29,R02,14,2338,2338.0,1.0,0
2024-06-30,R02,14,2338,2338.0,1.0,0
2024-07-01,R02,14,2338,2052.0,0.878,0
2024-07-02,R02,14,2338,2225.0,0.952,0
2024-07-03,R02,14,2338,2338.0,1.0,0
2024-07-04,R02,14,2338,1861.0,0.796,0
2024-07-05,R02,14,2338,2338.0,1.0,0
2024-07-06,R02,14,2338,2338.0,1.0,0
2024-07-07,R02,14,2338,2338.0,1.0,0
2024-07-08,R02,14,2338,2278.0,0.974,0
2024-07-09,R02,14,2338,2338.0,1.0,0
2024-07-10,R02,14,2338,2338.0,1.0,0
2024-07-11,R02,14,2338,2148.0,0.919,0
2024-07-12,R02,14,2338,2338.0,1.0,0
2024-07-13,R02,14,2338,2338.0,1.0,0
2024-07-14,R02,14,2338,2338.0,1.0,0
2024-07-15,R02,14,2338,2161.0,0.924,0
2024-07-16,R02,14,2338,2152.0,0.921,0
2024-07-17,R02,14,2338,2122.0,0.908,0
2024-07-18,R02,14,2338,1807.0,0.773,0
2024-07-19,R02,14,2338,2338.0,1.0,0
2024-07-20,R02,14,2338,2338.0,1.0,0
2024-07-21,R02,14,2338,2338.0,1.0,0
2024-07-22,R02,14,2338,2144.0,0.917,0
2024-07-23,R02,14,2338,1989.0,0.851,0
2024-07-24,R02,14,2338,2307.0,0.987,0
2024-07-25,R02,14,2338,2055.0,0.879,0
2024-07-26,R02,14,2338,2338.0,1.0,0
2024-07-27,R02,14,2338,2338.0,1.0,0
2024-07-28,R02,14,2338,2338.0,1.0,0
2024-07-29,R02,14,2338,2338.0,1.0,0
2024-07-30,R02,14,2338,2225.0,0.951,0
2024-07-31,R02,14,2338,2144.0,0.917,0
2024-08-01,R02,14,2338,2202.0,0.942,0
2024-08-02,R02,14,2338,2338.0,1.0,0
2024-08-03,R02,14,2338,2338.0,1.0,0
2024-08-04,R02,14,2338,2338.0,1.0,0
2024-08-05,R02,14,2338,2338.0,1.0,0
2024-08-06,R02,14,2338,2161.0,0.924,0
2024-08-07,R02,14,2338,2035.0,0.87,0
2024-08-08,R02,14,2338,1984.0,0.848,0
2024-08-09,R02,14,2338,2338.0,1.0,0
2024-08-10,R02,14,2338,2204.0,0.943,0
2024-08-11,R02,14,2338,2338.0,1.0,0
2024-08-12,R02,14,2338,2261.0,0.967,0
2024-08-13,R02,14,2338,2087.0,0.893,0
2024-08-14,R02,14,2338,2338.0,1.0,0
2024-08-15,R02,14,2338,,,0
2024-08-16,R02,14,2338,2338.0,1.0,0
2024-08-17,R02,14,2338,2338.0,1.0,0
2024-08-18,R02,14,2338,2338.0,1.0,0
2024-08-19,R02,14,2338,2338.0,1.0,0
2024-08-20,R02,14,2338,2338.0,1.0,0
2024-08-21,R02,14,2338,2338.0,1.0,0
2024-08-22,R02,14,2338,2338.0,1.0,0
2024-08-23,R02,14,2338,2338.0,1.0,0
2024-08-24,R02,14,2338,2338.0,1.0,0
2024-08-25,R02,14,2338,2290.0,0.98,0
2024-08-26,R02,14,2338,2114.0,0.904,0
2024-08-27,R02,14,2338,2234.0,0.955,0
2024-08-28,R02,14,2338,2338.0,1.0,0
2024-08-29,R02,14,2338,1865.0,0.798,0
2024-08-30,R02,14,2338,2338.0,1.0,0
2024-08-31,R02,14,2338,2338.0,1.0,0
2024-09-01,R02,14,2338,2338.0,1.0,0
2024-09-02,R02,14,2338,2272.0,0.972,0
2024-09-03,R02,14,2338,2104.0,0.9,0
2024-09-04,R02,14,2338,2338.0,1.0,0
2024-09-05,R02,14,2338,1680.0,0.719,0
2024-09-06,R02,14,2338,2228.0,0.953,0
2024-09-07,R02,14,2338,2338.0,1.0,0
2024-09-08,R02,14,2338,2338.0,1.0,0
2024-09-09,R02,14,2338,2257.0,0.965,0
2024-09-10,R02,14,2338,2338.0,1.0,0
2024-09-11,R02,14,2338,2338.0,1.0,0
2024-09-12,R02,14,2338,2214.0,0.947,0
2024-09-13,R02,14,2338,2338.0,1.0,0
2024-09-14,R02,14,2338,2338.0,1.0,0
2024-09-15,R02,14,2338,2338.0,1.0,0
2024-09-16,R02,14,2338,2338.0,1.0,0
2024-09-17,R02,14,2338,2315.0,0.99,0
2024-09-18,R02,14,2338,,,0
2024-09-19,R02,14,2338,2249.0,0.962,0
2024-09-20,R02,14,2338,2338.0,1.0,0
2024-09-21,R02,14,2338,2338.0,1.0,0
2024-09-22,R02,14,2338,2338.0,1.0,0
2024-09-23,R02,14,2338,2338.0,1.0,0
2024-09-24,R02,14,2338,1935.0,0.828,0
2024-09-25,R02,14,2338,2173.0,0.93,0
2024-09-26,R02,14,2338,2288.0,0.978,0
2024-09-27,R02,14,2338,2338.0,1.0,0
2024-09-28,R02,14,2338,2338.0,1.0,0
2024-09-29,R02,14,2338,2235.0,0.956,0
2024-09-30,R02,14,2338,2179.0,0.932,0
2024-10-01,R02,14,2338,1971.0,0.843,0
2024-10-02,R02,14,2338,2168.0,0.927,0
2024-10-03,R02,14,2338,2102.0,0.899,0
2024-10-04,R02,14,2338,2338.0,1.0,0
2024-10-05,R02,14,2338,2338.0,1.0,0
2024-10-06,R02,14,2338,2338.0,1.0,0
2024-10-07,R02,14,2338,,,0
2024-10-08,R02,14,2338,2338.0,1.0,0
2024-10-09,R02,14,2338,2132.0,0.912,0
2024-10-10,R02,14,2338,1644.0,0.703,0
2024-10-11,R02,14,2338,2239.0,0.958,0
2024-10-12,R02,14,2338,2181.0,0.933,0
2024-10-13,R02,14,2338,2338.0,1.0,0
2024-10-14,R02,14,2338,2047.0,0.876,0
2024-10-15,R02,14,2338,1998.0,0.855,0
2024-10-16,R02,0,0,0.0,0.0,1
2024-10-17,R02,14,2338,1910.0,0.817,0
2024-10-18,R02,14,2338,2338.0,1.0,0
2024-10-19,R02,14,2338,2162.0,0.925,0
2024-10-20,R02,14,2338,2338.0,1.0,0
2024-10-21,R02,14,2338,1797.0,0.769,0
2024-10-22,R02,14,2338,2138.0,0.914,0
2024-10-23,R02,14,2338,2052.0,0.878,0
2024-10-24,R02,14,2338,2035.0,0.87,0
2024-10-25,R02,14,2338,2338.0,1.0,0
2024-10-26,R02,14,2338,2338.0,1.0,0
2024-10-27,R02,14,2338,2338.0,1.0,0
2024-10-28,R02,14,2338,1767.0,0.756,0
2024-10-29,R02,14,2338,1998.0,0.855,0
2024-10-30,R02,14,2338,2072.0,0.886,0
2024-10-31,R02,14,2338,1967.0,0.841,0
2024-11-01,R02,14,2338,1741.0,0.744,0
2024-11-02,R02,0,0,0.0,0.0,1
2024-11-03,R02,0,0,0.0,0.0,1
2024-11-04,R02,14,2338,2200.0,0.941,0
2024-11-05,R02,14,2338,1984.0,0.849,0
2024-11-06,R02,14,2338,2263.0,0.968,0
2024-11-07,R02,14,2338,1874.0,0.802,0
2024-11-08,R02,14,2338,2338.0,1.0,0
2024-11-09,R02,14,2338,2173.0,0.929,0
2024-11-10,R02,14,2338,2338.0,1.0,0
2024-11-11,R02,14,2338,2024.0,0.866,0
2024-11-12,R02,14,2338,2024.0,0.866,0
2024-11-13,R02,14,2338,1529.0,0.654,0
2024-11-14,R02,14,2338,2281.0,0.976,0
2024-11-15,R02,14,2338,2338.0,1.0,0
2024-11-16,R02,14,2338,2236.0,0.956,0
2024-11-17,R02,14,2338,2255.0,0.964,0
2024-11-18,R02,14,2338,1864.0,0.797,0
2024-11-19,R02,14,2338,1790.0,0.766,0
2024-11-20,R02,14,2338,2031.0,0.869,0
2024-11-21,R02,14,2338,1855.0,0.793,0
2024-11-22,R02,14,2338,1988.0,0.85,0
2024-11-23,R02,14,2338,2229.0,0.954,0
2024-11-24,R02,14,2338,2128.0,0.91,0
2024-11-25,R02,0,0,0.0,0.0,1
2024-11-26,R02,0,0,0.0,0.0,1
2024-11-27,R02,0,0,0.0,0.0,1
2024-11-28,R02,0,0,0.0,0.0,1
2024-11-29,R02,0,0,0.0,0.0,1
2024-11-30,R02,0,0,0.0,0.0,1
2024-12-01,R02,14,2338,2073.0,0.887,0
2024-12-02,R02,14,2338,1792.0,0.767,0
2024-12-03,R02,14,2338,1246.0,0.533,0
2024-12-04,R02,14,2338,1992.0,0.852,0
2024-12-05,R02,14,2338,1574.0,0.673,0
2024-12-06,R02,14,2338,2285.0,0.977,0
2024-12-07,R02,14,2338,2157.0,0.923,0
2024-12-08,R02,14,2338,2338.0,1.0,0
2024-12-09,R02,14,2338,1847.0,0.79,0
2024-12-10,R02,14,2338,1885.0,0.806,0
2024-12-11,R02,14,2338,1868.0,0.799,0
2024-12-12,R02,14,2338,1982.0,0.848,0
2024-12-13,R02,14,2338,2338.0,1.0,0
2024-12-14,R02,14,2338,2257.0,0.965,0
2024-12-15,R02,14,2338,1945.0,0.832,0
2024-12-16,R02,14,2338,1969.0,0.842,0
2024-12-17,R02,14,2338,1891.0,0.809,0
2024-12-18,R02,0,0,0.0,0.0,1
2024-12-19,R02,0,0,0.0,0.0,1
2024-12-20,R02,0,0,0.0,0.0,1
2024-12-21,R02,0,0,0.0,0.0,1
2024-12-22,R02,0,0,0.0,0.0,1
2024-12-23,R02,14,2338,2338.0,1.0,0
2024-12-24,R02,0,0,0.0,0.0,1
2024-12-25,R02,0,0,0.0,0.0,1
2024-12-26,R02,0,0,0.0,0.0,1
2024-12-27,R02,0,0,0.0,0.0,1
2024-12-28,R02,14,2338,2338.0,1.0,0
2024-12-29,R02,14,2338,2338.0,1.0,0
2024-12-30,R02,14,2338,2338.0,1.0,0
2024-12-31,R02,0,0,0.0,0.0,1
2025-01-01,R02,0,0,0.0,0.0,1
2025-01-02,R02,14,2338,2338.0,1.0,0
2025-01-03,R02,14,2338,2221.0,0.95,0
2025-01-04,R02,14,2338,2338.0,1.0,0
2025-01-05,R02,14,2338,2059.0,0.881,0
2025-01-06,R02,14,2338,1907.0,0.816,0
2025-01-07,R02,14,2338,1852.0,0.792,0
2025-01-08,R02,14,2338,1766.0,0.755,0
2025-01-09,R02,14,2338,1971.0,0.843,0
2025-01-10,R02,14,2338,,,0
2025-01-11,R02,14,2338,2053.0,0.878,0
2025-01-12,R02,14,2338,2338.0,1.0,0
2025-01-13,R02,14,2338,2338.0,1.0,0
2025-01-14,R02,14,2338,1643.0,0.703,0
2025-01-15,R02,14,2338,1724.0,0.738,0
2025-01-16,R02,14,2338,2277.0,0.974,0
2025-01-17,R02,14,2338,1997.0,0.854,0
2025-01-18,R02,0,0,0.0,0.0,1
2025-01-19,R02,14,2338,2338.0,1.0,0
2025-01-20,R02,14,2338,1539.0,0.658,0
2025-01-21,R02,14,2338,1738.0,0.743,0
2025-01-22,R02,0,0,0.0,0.0,1
2025-01-23,R02,14,2338,2174.0,0.93,0
2025-01-24,R02,0,0,0.0,0.0,1
2025-01-25,R02,0,0,0.0,0.0,1
2025-01-26,R02,14,2338,2271.0,0.971,0
2025-01-27,R02,14,2338,2306.0,0.986,0
2025-01-28,R02,14,2338,1802.0,0.771,0
2025-01-29,R02,14,2338,1839.0,0.787,0
2025-01-30,R02,14,2338,1603.0,0.686,0
2025-01-31,R02,14,2338,2338.0,1.0,0
2025-02-01,R02,14,2338,2257.0,0.965,0
2025-02-02,R02,14,2338,2338.0,1.0,0
2025-02-03,R02,14,2338,1856.0,0.794,0
2025-02-04,R02,0,0,0.0,0.0,1
2025-02-05,R02,14,2338,1587.0,0.679,0
2025-02-06,R02,14,2338,1840.0,0.787,0
2025-02-07,R02,14,2338,2164.0,0.926,0
2025-02-08,R02,14,2338,2144.0,0.917,0
2025-02-09,R02,14,2338,2338.0,1.0,0
2025-02-10,R02,14,2338,1597.0,0.683,0
2025-02-11,R02,14,2338,1566.0,0.67,0
2025-02-12,R02,14,2338,1977.0,0.846,0
2025-02-13,R02,14,2338,1724.0,0.738,0
2025-02-14,R02,14,2338,2307.0,0.987,0
2025-02-15,R02,14,2338,2076.0,0.888,0
2025-02-16,R02,14,2338,2004.0,0.857,0
2025-02-17,R02,14,2338,2301.0,0.984,0
2025-02-18,R02,14,2338,1722.0,0.736,0
2025-02-19,R02,14,2338,1968.0,0.842,0
2025-02-20,R02,14,2338,2048.0,0.876,0
2025-02-21,R02,14,2338,2338.0,1.0,0
2025-02-22,R02,14,2338,2162.0,0.925,0
2025-02-23,R02,14,2338,2243.0,0.959,0
2025-02-24,R02,14,2338,1884.0,0.806,0
2025-02-25,R02,14,2338,1849.0,0.791,0
2025-02-26,R02,14,2338,1809.0,0.774,0
2025-02-27,R02,14,2338,2158.0,0.923,0
2025-02-28,R02,14,2338,2189.0,0.936,0
2025-03-01,R02,14,2338,2015.0,0.862,0
2025-03-02,R02,14,2338,2338.0,1.0,0
2025-03-03,R02,14,2338,2041.0,0.873,0
2025-03-04,R02,14,2338,1736.0,0.742,0
2025-03-05,R02,14,2338,1712.0,0.732,0
2025-03-06,R02,14,2338,1751.0,0.749,0
2025-03-07,R02,14,2338,2022.0,0.865,0
2025-03-08,R02,14,2338,2199.0,0.941,0
2025-03-09,R02,14,2338,2338.0,1.0,0
2025-03-10,R02,14,2338,2229.0,0.953,0
2025-03-11,R02,14,2338,1693.0,0.724,0
2025-03-12,R02,14,2338,1888.0,0.807,0
2025-03-13,R02,14,2338,2039.0,0.872,0
2025-03-14,R02,14,2338,2218.0,0.948,0
2025-03-15,R02,14,2338,,,0
2025-03-16,R02,14,2338,2069.0,0.885,0
2025-03-17,R02,14,2338,2021.0,0.865,0
2025-03-18,R02,14,2338,1770.0,0.757,0
2025-03-19,R02,14,2338,1938.0,0.829,0
2025-03-20,R02,14,2338,2191.0,0.937,0
2025-03-21,R02,14,2338,2338.0,1.0,0
2025-03-22,R02,14,2338,2042.0,0.873,0
2025-03-23,R02,14,2338,2338.0,1.0,0
2025-03-24,R02,14,2338,2338.0,1.0,0
2025-03-25,R02,0,0,0.0,0.0,1
2025-03-26,R02,14,2338,2338.0,1.0,0
2025-03-27,R02,14,2338,2338.0,1.0,0
2025-03-28,R02,14,2338,2338.0,1.0,0
2025-03-29,R02,0,0,0.0,0.0,1
2025-03-30,R02,14,2338,2338.0,1.0,0
2025-03-31,R02,14,2338,2338.0,1.0,0
2025-04-01,R02,14,2338,2338.0,1.0,0
2025-04-02,R02,14,2338,2338.0,1.0,0
2025-04-03,R02,14,2338,2338.0,1.0,0
2025-04-04,R02,14,2338,2338.0,1.0,0
2025-04-05,R02,14,2338,2338.0,1.0,0
2025-04-06,R02,14,2338,2338.0,1.0,0
2025-04-07,R02,14,2338,2338.0,1.0,0
2025-04-08,R02,14,2338,2048.0,0.876,0
2025-04-09,R02,14,2338,2048.0,0.876,0
2025-04-10,R02,14,2338,2047.0,0.876,0
2025-04-11,R02,14,2338,2232.0,0.955,0
2025-04-12,R02,14,2338,2338.0,1.0,0
2025-04-13,R02,14,2338,2070.0,0.885,0
2025-04-14,R02,14,2338,1932.0,0.826,0
2025-04-15,R02,14,2338,2085.0,0.892,0
2025-04-16,R02,14,2338,1964.0,0.84,0
2025-04-17,R02,14,2338,2040.0,0.873,0
2025-04-18,R02,14,2338,2338.0,1.0,0
2025-04-19,R02,14,2338,2289.0,0.979,0
2025-04-20,R02,14,2338,2338.0,1.0,0
2025-04-21,R02,14,2338,2036.0,0.871,0
2025-04-22,R02,14,2338,2110.0,0.903,0
2025-04-23,R02,14,2338,2102.0,0.899,0
2025-04-24,R02,14,2338,1943.0,0.831,0
2025-04-25,R02,14,2338,2338.0,1.0,0
2025-04-26,R02,14,2338,2338.0,1.0,0
2025-04-27,R02,14,2338,2338.0,1.0,0
2025-04-28,R02,14,2338,1976.0,0.845,0
2025-04-29,R02,14,2338,1968.0,0.842,0
2025-04-30,R02,14,2338,2069.0,0.885,0
2025-05-01,R02,14,2338,1916.0,0.82,0
2025-05-02,R02,14,2338,2332.0,0.997,0
2025-05-03,R02,14,2338,2338.0,1.0,0
2025-05-04,R02,14,2338,2338.0,1.0,0
2025-05-05,R02,14,2338,2178.0,0.932,0
2025-05-06,R02,14,2338,2029.0,0.868,0
2025-05-07,R02,14,2338,1729.0,0.74,0
2025-05-08,R02,14,2338,1783.0,0.763,0
2025-05-09,R02,14,2338,2117.0,0.905,0
2025-05-10,R02,14,2338,2338.0,1.0,0
2025-05-11,R02,14,2338,2338.0,1.0,0
2025-05-12,R02,14,2338,1693.0,0.724,0
2025-05-13,R02,14,2338,2034.0,0.87,0
2025-05-14,R02,14,2338,1940.0,0.83,0
2025-05-15,R02,14,2338,1956.0,0.837,0
2025-05-16,R02,14,2338,2299.0,0.983,0
2025-05-17,R02,14,2338,2338.0,1.0,0
2025-05-18,R02,14,2338,2338.0,1.0,0
2025-05-19,R02,14,2338,2267.0,0.969,0
2025-05-20,R02,14,2338,2338.0,1.0,0
2025-05-21,R02,14,2338,2232.0,0.955,0
2025-05-22,R02,14,2338,2123.0,0.908,0
2025-05-23,R02,14,2338,2338.0,1.0,0
2025-05-24,R02,14,2338,2139.0,0.915,0
2025-05-25,R02,14,2338,2338.0,1.0,0
2025-05-26,R02,14,2338,2116.0,0.905,0
2025-05-27,R02,14,2338,2257.0,0.966,0
2025-05-28,R02,14,2338,1828.0,0.782,0
2025-05-29,R02,14,2338,2338.0,1.0,0
2025-05-30,R02,14,2338,2338.0,1.0,0
2025-05-31,R02,14,2338,2338.0,1.0,0
2022-06-01,R03,2,726,232.0,0.319,0
2022-06-02,R03,2,726,166.0,0.229,0
2022-06-03,R03,2,726,260.0,0.358,0
2022-06-04,R03,2,726,303.0,0.418,0
2022-06-05,R03,2,726,241.0,0.331,0
2022-06-06,R03,2,726,203.0,0.28,0
2022-06-07,R03,2,726,214.0,0.295,0
2022-06-08,R03,2,726,215.0,0.296,0
2022-06-09,R03,2,726,196.0,0.27,0
2022-06-10,R03,2,726,252.0,0.347,0
2022-06-11,R03,2,726,259.0,0.357,0
2022-06-12,R03,2,726,242.0,0.333,0
2022-06-13,R03,2,726,256.0,0.352,0
2022-06-14,R03,2,726,268.0,0.369,0
2022-06-15,R03,2,726,222.0,0.306,0
2022-06-16,R03,2,726,217.0,0.299,0
2022-06-17,R03,2,726,257.0,0.354,0
2022-06-18,R03,2,726,301.0,0.414,0
2022-06-19,R03,2,726,228.0,0.315,0
2022-06-20,R03,2,726,198.0,0.273,0
2022-06-21,R03,2,726,174.0,0.239,0
2022-06-22,R03,2,726,241.0,0.332,0
2022-06-23,R03,2,726,200.0,0.276,0
2022-06-24,R03,2,726,283.0,0.389,0
2022-06-25,R03,2,726,291.0,0.401,0
2022-06-26,R03,2,726,223.0,0.308,0
2022-06-27,R03,2,726,230.0,0.316,0
2022-06-28,R03,2,726,186.0,0.256,0
2022-06-29,R03,2,726,206.0,0.283,0
2022-06-30,R03,2,726,202.0,0.278,0
2022-07-01,R03,2,726,230.0,0.317,0
2022-07-02,R03,2,726,249.0,0.343,0
2022-07-03,R03,2,726,253.0,0.348,0
2022-07-04,R03,2,726,221.0,0.305,0
2022-07-05,R03,2,726,224.0,0.309,0
2022-07-06,R03,2,726,222.0,0.305,0
2022-07-07,R03,2,726,215.0,0.296,0
2022-07-08,R03,2,726,280.0,0.386,0
2022-07-09,R03,2,726,266.0,0.366,0
2022-07-10,R03,2,726,271.0,0.373,0
2022-07-11,R03,2,726,237.0,0.326,0
2022-07-12,R03,2,726,183.0,0.252,0
2022-07-13,R03,2,726,217.0,0.299,0
2022-07-14,R03,2,726,220.0,0.303,0
2022-07-15,R03,2,726,311.0,0.429,0
2022-07-16,R03,2,726,260.0,0.359,0
2022-07-17,R03,2,726,256.0,0.352,0
2022-07-18,R03,2,726,196.0,0.27,0
2022-07-19,R03,2,726,225.0,0.309,0
2022-07-20,R03,2,726,184.0,0.254,0
2022-07-21,R03,2,726,215.0,0.296,0
2022-07-22,R03,2,726,229.0,0.316,0
2022-07-23,R03,2,726,237.0,0.327,0
2022-07-24,R03,2,726,252.0,0.348,0
2022-07-25,R03,2,726,233.0,0.321,0
2022-07-26,R03,2,726,223.0,0.307,0
2022-07-27,R03,2,726,186.0,0.256,0
2022-07-28,R03,2,726,221.0,0.305,0
