date,origin_region,dest_region,estimated_travelers
2023-06-19,Jakarta,Sumsel,952
2023-06-20,Jakarta,Sumsel,687
2023-06-21,Jakarta,Sumsel,1136
2023-06-22,Jakarta,Sumsel,1001
2023-06-23,Jakarta,Sumsel,1099
2023-06-24,Jakarta,Sumsel,1047
2023-06-25,Jakarta,Sumsel,1049
2023-06-26,Jakarta,Sumsel,948
2023-06-27,Jakarta,Sumsel,791
2023-06-28,Jakarta,Sumsel,860
2023-06-29,Jakarta,Sumsel,914
2023-06-30,Jakarta,Sumsel,1276
2023-07-01,Jakarta,Sumsel,1363
2023-07-02,Jakarta,Sumsel,1172
2023-07-03,Jakarta,Sumsel,1005
2023-07-04,Jakarta,Sumsel,1043
2023-07-05,Jakarta,Sumsel,982
2023-07-06,Jakarta,Sumsel,1003
2023-07-07,Jakarta,Sumsel,1451
2023-07-08,Jakarta,Sumsel,1066
2023-07-09,Jakarta,Sumsel,993
2023-07-10,Jakarta,Sumsel,908
2023-07-11,Jakarta,Sumsel,1146
2023-07-12,Jakarta,Sumsel,979
2023-07-13,Jakarta,Sumsel,941
2023-07-14,Jakarta,Sumsel,1192
2023-07-15,Jakarta,Sumsel,1238
2023-07-16,Jakarta,Sumsel,1029
2023-07-17,Jakarta,Sumsel,970
2023-07-18,Jakarta,Sumsel,904
2023-07-19,Jakarta,Sumsel,905
2023-07-20,Jakarta,Sumsel,977
2023-07-21,Jakarta,Sumsel,1162
2023-07-22,Jakarta,Sumsel,1201
2023-07-23,Jakarta,Sumsel,1146
2023-07-24,Jakarta,Sumsel,729
2023-07-25,Jakarta,Sumsel,865
2023-07-26,Jakarta,Sumsel,678
2023-07-27,Jakarta,Sumsel,816
2023-07-28,Jakarta,Sumsel,1087
2023-07-29,Jakarta,Sumsel,1090
2023-07-30,Jakarta,Sumsel,1260
2023-07-31,Jakarta,Sumsel,800
2023-08-01,Jakarta,Sumsel,898
2023-08-02,Jakarta,Sumsel,833
2023-08-03,Jakarta,Sumsel,772
2023-08-04,Jakarta,Sumsel,937
2023-08-05,Jakarta,Sumsel,1003
2023-08-06,Jakarta,Sumsel,1125
2023-08-07,Jakarta,Sumsel,852
2023-08-08,Jakarta,Sumsel,677
2023-08-09,Jakarta,Sumsel,965
2023-08-10,Jakarta,Sumsel,877
2023-08-11,Jakarta,Sumsel,1076
2023-08-12,Jakarta,Sumsel,918
2023-08-13,Jakarta,Sumsel,1094
2023-08-14,Jakarta,Sumsel,928
2023-08-15,Jakarta,Sumsel,702
2023-08-16,Jakarta,Sumsel,896
2023-08-17,Jakarta,Sumsel,930
2023-08-18,Jakarta,Sumsel,969
2023-08-19,Jakarta,Sumsel,938
2023-08-20,Jakarta,Sumsel,994
2023-08-21,Jakarta,Sumsel,783
2023-08-22,Jakarta,Sumsel,1006
2023-08-23,Jakarta,Sumsel,541
2023-08-24,Jakarta,Sumsel,947
2023-08-25,Jakarta,Sumsel,1048
2023-08-26,Jakarta,Sumsel,760
2023-08-27,Jakarta,Sumsel,799
2023-08-28,Jakarta,Sumsel,812
2023-08-29,Jakarta,Sumsel,998
2023-08-30,Jakarta,Sumsel,876
2023-08-31,Jakarta,Sumsel,718
2023-09-01,Jakarta,Sumsel,826
2023-09-02,Jakarta,Sumsel,768
2023-09-03,Jakarta,Sumsel,833
2023-09-04,Jakarta,Sumsel,759
2023-09-05,Jakarta,Sumsel,863
2023-09-06,Jakarta,Sumsel,982
2023-09-07,Jakarta,Sumsel,809
2023-09-08,Jakarta,Sumsel,810
2023-09-09,Jakarta,Sumsel,1132
2023-09-10,Jakarta,Sumsel,978
2023-09-11,Jakarta,Sumsel,1063
2023-09-12,Jakarta,Sumsel,738
2023-09-13,Jakarta,Sumsel,718
2023-09-14,Jakarta,Sumsel,764
2023-09-15,Jakarta,Sumsel,1082
2023-09-16,Jakarta,Sumsel,965
2023-09-17,Jakarta,Sumsel,1103
2023-09-18,Jakarta,Sumsel,897
2023-09-19,Jakarta,Sumsel,778
2023-09-20,Jakarta,Sumsel,763
2023-09-21,Jakarta,Sumsel,805
2023-09-22,Jakarta,Sumsel,1161
2023-09-23,Jakarta,Sumsel,929
2023-09-24,Jakarta,Sumsel,1113
2023-09-25,Jakarta,Sumsel,782
2023-09-26,Jakarta,Sumsel,914
2023-09-27,Jakarta,Sumsel,857
2023-09-28,Jakarta,Sumsel,710
2023-09-29,Jakarta,Sumsel,973
2023-09-30,Jakarta,Sumsel,937
2023-10-01,Jakarta,Sumsel,1064
2023-10-02,Jakarta,Sumsel,700
2023-10-03,Jakarta,Sumsel,786
2023-10-04,Jakarta,Sumsel,861
2023-10-05,Jakarta,Sumsel,923
2023-10-06,Jakarta,Sumsel,1172
2023-10-07,Jakarta,Sumsel,870
2023-10-08,Jakarta,Sumsel,986
2023-10-09,Jakarta,Sumsel,1056
2023-10-10,Jakarta,Sumsel,836
2023-10-11,Jakarta,Sumsel,824
2023-10-12,Jakarta,Sumsel,757
2023-10-13,Jakarta,Sumsel,1044
2023-10-14,Jakarta,Sumsel,1107
2023-10-15,Jakarta,Sumsel,920
2023-10-16,Jakarta,Sumsel,843
2023-10-17,Jakarta,Sumsel,855
2023-10-18,Jakarta,Sumsel,748
2023-10-19,Jakarta,Sumsel,784
2023-10-20,Jakarta,Sumsel,903
2023-10-21,Jakarta,Sumsel,877
2023-10-22,Jakarta,Sumsel,1103
2023-10-23,Jakarta,Sumsel,759
2023-10-24,Jakarta,Sumsel,1018
2023-10-25,Jakarta,Sumsel,740
2023-10-26,Jakarta,Sumsel,841
2023-10-27,Jakarta,Sumsel,1094
2023-10-28,Jakarta,Sumsel,1122
2023-10-29,Jakarta,Sumsel,822
2023-10-30,Jakarta,Sumsel,735
2023-10-31,Jakarta,Sumsel,995
2023-11-01,Jakarta,Sumsel,808
2023-11-02,Jakarta,Sumsel,998
2023-11-03,Jakarta,Sumsel,835
2023-11-04,Jakarta,Sumsel,1116
2023-11-05,Jakarta,Sumsel,1143
2023-11-06,Jakarta,Sumsel,941
2023-11-07,Jakarta,Sumsel,776
2023-11-08,Jakarta,Sumsel,720
2023-11-09,Jakarta,Sumsel,897
2023-11-10,Jakarta,Sumsel,1241
2023-11-11,Jakarta,Sumsel,1019
2023-11-12,Jakarta,Sumsel,953
2023-11-13,Jakarta,Sumsel,835
2023-11-14,Jakarta,Sumsel,771
2023-11-15,Jakarta,Sumsel,785
2023-11-16,Jakarta,Sumsel,786
2023-11-17,Jakarta,Sumsel,1179
2023-11-18,Jakarta,Sumsel,956
2023-11-19,Jakarta,Sumsel,1142
2023-11-20,Jakarta,Sumsel,714
2023-11-21,Jakarta,Sumsel,892
2023-11-22,Jakarta,Sumsel,791
2023-11-23,Jakarta,Sumsel,880
2023-11-24,Jakarta,Sumsel,1171
2023-11-25,Jakarta,Sumsel,1036
2023-11-26,Jakarta,Sumsel,1098
2023-11-27,Jakarta,Sumsel,903
2023-11-28,Jakarta,Sumsel,789
2023-11-29,Jakarta,Sumsel,1039
2023-11-30,Jakarta,Sumsel,709
2023-12-01,Jakarta,Sumsel,926
2023-12-02,Jakarta,Sumsel,1120
2023-12-03,Jakarta,Sumsel,972
2023-12-04,Jakarta,Sumsel,970
2023-12-05,Jakarta,Sumsel,880
2023-12-06,Jakarta,Sumsel,990
2023-12-07,Jakarta,Sumsel,693
2023-12-08,Jakarta,Sumsel,1085
2023-12-09,Jakarta,Sumsel,1035
2023-12-10,Jakarta,Sumsel,866
2023-12-11,Jakarta,Sumsel,810
2023-12-12,Jakarta,Sumsel,957
2023-12-13,Jakarta,Sumsel,855
2023-12-14,Jakarta,Sumsel,793
2023-12-15,Jakarta,Sumsel,1108
2023-12-16,Jakarta,Sumsel,1292
2023-12-17,Jakarta,Sumsel,1243
2023-12-18,Jakarta,Sumsel,1605
2023-12-19,Jakarta,Sumsel,1608
2023-12-20,Jakarta,Sumsel,1683
2023-12-21,Jakarta,Sumsel,1852
2023-12-22,Jakarta,Sumsel,2459
2023-12-23,Jakarta,Sumsel,2448
2023-12-24,Jakarta,Sumsel,2553
2023-12-25,Jakarta,Sumsel,1444
2023-12-26,Jakarta,Sumsel,1899
2023-12-27,Jakarta,Sumsel,1569
2023-12-28,Jakarta,Sumsel,1847
2023-12-29,Jakarta,Sumsel,2013
2023-12-30,Jakarta,Sumsel,1997
2023-12-31,Jakarta,Sumsel,2093
2024-01-01,Jakarta,Sumsel,1841
2024-01-02,Jakarta,Sumsel,1851
2024-01-03,Jakarta,Sumsel,802
2024-01-04,Jakarta,Sumsel,768
2024-01-05,Jakarta,Sumsel,955
2024-01-06,Jakarta,Sumsel,1282
2024-01-07,Jakarta,Sumsel,1526
2024-01-08,Jakarta,Sumsel,838
2024-01-09,Jakarta,Sumsel,902
2024-01-10,Jakarta,Sumsel,1062
2024-01-11,Jakarta,Sumsel,1032
2024-01-12,Jakarta,Sumsel,1218
2024-01-13,Jakarta,Sumsel,1261
2024-01-14,Jakarta,Sumsel,1179
2024-01-15,Jakarta,Sumsel,1270
2024-01-16,Jakarta,Sumsel,867
2024-01-17,Jakarta,Sumsel,1171
2024-01-18,Jakarta,Sumsel,1169
2024-01-19,Jakarta,Sumsel,1393
2024-01-20,Jakarta,Sumsel,1343
2024-01-21,Jakarta,Sumsel,1467
2024-01-22,Jakarta,Sumsel,975
2024-01-23,Jakarta,Sumsel,1129
2024-01-24,Jakarta,Sumsel,1095
2024-01-25,Jakarta,Sumsel,1000
2024-01-26,Jakarta,Sumsel,1328
2024-01-27,Jakarta,Sumsel,1119
2024-01-28,Jakarta,Sumsel,1294
2024-01-29,Jakarta,Sumsel,955
2024-01-30,Jakarta,Sumsel,1144
2024-01-31,Jakarta,Sumsel,921
2024-02-01,Jakarta,Sumsel,926
2024-02-02,Jakarta,Sumsel,1424
2024-02-03,Jakarta,Sumsel,1120
2024-02-04,Jakarta,Sumsel,1480
2024-02-05,Jakarta,Sumsel,1133
2024-02-06,Jakarta,Sumsel,859
2024-02-07,Jakarta,Sumsel,1216
2024-02-08,Jakarta,Sumsel,1014
2024-02-09,Jakarta,Sumsel,1516
2024-02-10,Jakarta,Sumsel,1046
2024-02-11,Jakarta,Sumsel,1611
2024-02-12,Jakarta,Sumsel,892
2024-02-13,Jakarta,Sumsel,972
2024-02-14,Jakarta,Sumsel,778
2024-02-15,Jakarta,Sumsel,1133
2024-02-16,Jakarta,Sumsel,1219
2024-02-17,Jakarta,Sumsel,1390
2024-02-18,Jakarta,Sumsel,1420
2024-02-19,Jakarta,Sumsel,1023
2024-02-20,Jakarta,Sumsel,989
2024-02-21,Jakarta,Sumsel,1026
2024-02-22,Jakarta,Sumsel,980
2024-02-23,Jakarta,Sumsel,1478
2024-02-24,Jakarta,Sumsel,1336
2024-02-25,Jakarta,Sumsel,1253
2024-02-26,Jakarta,Sumsel,1037
2024-02-27,Jakarta,Sumsel,1037
2024-02-28,Jakarta,Sumsel,885
2024-02-29,Jakarta,Sumsel,963
2024-03-01,Jakarta,Sumsel,1489
2024-03-02,Jakarta,Sumsel,1567
2024-03-03,Jakarta,Sumsel,1473
2024-03-04,Jakarta,Sumsel,1318
2024-03-05,Jakarta,Sumsel,972
2024-03-06,Jakarta,Sumsel,1109
2024-03-07,Jakarta,Sumsel,1050
2024-03-08,Jakarta,Sumsel,1207
2024-03-09,Jakarta,Sumsel,1366
2024-03-10,Jakarta,Sumsel,1591
2024-03-11,Jakarta,Sumsel,808
2024-03-12,Jakarta,Sumsel,966
2024-03-13,Jakarta,Sumsel,929
2024-03-14,Jakarta,Sumsel,1314
2024-03-15,Jakarta,Sumsel,1457
2024-03-16,Jakarta,Sumsel,1170
2024-03-17,Jakarta,Sumsel,1390
2024-03-18,Jakarta,Sumsel,989
2024-03-19,Jakarta,Sumsel,1248
2024-03-20,Jakarta,Sumsel,935
2024-03-21,Jakarta,Sumsel,1003
2024-03-22,Jakarta,Sumsel,1386
2024-03-23,Jakarta,Sumsel,1212
2024-03-24,Jakarta,Sumsel,1486
2024-03-25,Jakarta,Sumsel,862
2024-03-26,Jakarta,Sumsel,1433
2024-03-27,Jakarta,Sumsel,984
2024-03-28,Jakarta,Sumsel,1135
2024-03-29,Jakarta,Sumsel,1545
2024-03-30,Jakarta,Sumsel,1308
2024-03-31,Jakarta,Sumsel,1389
2024-04-01,Jakarta,Sumsel,954
2024-04-02,Jakarta,Sumsel,1014
2024-04-03,Jakarta,Sumsel,2630
2024-04-04,Jakarta,Sumsel,2965
2024-04-05,Jakarta,Sumsel,3578
2024-04-06,Jakarta,Sumsel,3649
2024-04-07,Jakarta,Sumsel,3741
2024-04-08,Jakarta,Sumsel,3645
2024-04-09,Jakarta,Sumsel,2769
2024-04-10,Jakarta,Sumsel,2605
2024-04-11,Jakarta,Sumsel,2777
2024-04-12,Jakarta,Sumsel,3751
2024-04-13,Jakarta,Sumsel,3647
2024-04-14,Jakarta,Sumsel,3459
2024-04-15,Jakarta,Sumsel,2410
2024-04-16,Jakarta,Sumsel,2587
2024-04-17,Jakarta,Sumsel,1260
2024-04-18,Jakarta,Sumsel,940
2024-04-19,Jakarta,Sumsel,1261
2024-04-20,Jakarta,Sumsel,1334
2024-04-21,Jakarta,Sumsel,1442
2024-04-22,Jakarta,Sumsel,791
2024-04-23,Jakarta,Sumsel,1099
2024-04-24,Jakarta,Sumsel,1274
2024-04-25,Jakarta,Sumsel,1152
2024-04-26,Jakarta,Sumsel,1116
2024-04-27,Jakarta,Sumsel,1602
2024-04-28,Jakarta,Sumsel,1096
2024-04-29,Jakarta,Sumsel,1039
2024-04-30,Jakarta,Sumsel,1426
2024-05-01,Jakarta,Sumsel,1176
2024-05-02,Jakarta,Sumsel,1178
2024-05-03,Jakarta,Sumsel,1565
2024-05-04,Jakarta,Sumsel,1444
2024-05-05,Jakarta,Sumsel,1166
2024-05-06,Jakarta,Sumsel,1047
2024-05-07,Jakarta,Sumsel,956
2024-05-08,Jakarta,Sumsel,1023
2024-05-09,Jakarta,Sumsel,1353
2024-05-10,Jakarta,Sumsel,1294
2024-05-11,Jakarta,Sumsel,1330
2024-05-12,Jakarta,Sumsel,1512
2024-05-13,Jakarta,Sumsel,1057
2024-05-14,Jakarta,Sumsel,1076
2024-05-15,Jakarta,Sumsel,1106
2024-05-16,Jakarta,Sumsel,1080
2024-05-17,Jakarta,Sumsel,1488
2024-05-18,Jakarta,Sumsel,1275
2024-05-19,Jakarta,Sumsel,1039
2024-05-20,Jakarta,Sumsel,984
2024-05-21,Jakarta,Sumsel,1032
2024-05-22,Jakarta,Sumsel,961
2024-05-23,Jakarta,Sumsel,1069
2024-05-24,Jakarta,Sumsel,1230
2024-05-25,Jakarta,Sumsel,1023
2024-05-26,Jakarta,Sumsel,1218
2024-05-27,Jakarta,Sumsel,1023
2024-05-28,Jakarta,Sumsel,978
2024-05-29,Jakarta,Sumsel,940
2024-05-30,Jakarta,Sumsel,948
2024-05-31,Jakarta,Sumsel,1372
2024-06-01,Jakarta,Sumsel,1252
2024-06-02,Jakarta,Sumsel,957
2024-06-03,Jakarta,Sumsel,869
2024-06-04,Jakarta,Sumsel,940
2024-06-05,Jakarta,Sumsel,1050
2024-06-06,Jakarta,Sumsel,986
2024-06-07,Jakarta,Sumsel,1505
2024-06-08,Jakarta,Sumsel,1240
2024-06-09,Jakarta,Sumsel,1203
2024-06-10,Jakarta,Sumsel,1122
2024-06-11,Jakarta,Sumsel,924
2024-06-12,Jakarta,Sumsel,981
2024-06-13,Jakarta,Sumsel,1240
2024-06-14,Jakarta,Sumsel,1389
2024-06-15,Jakarta,Sumsel,1232
2024-06-16,Jakarta,Sumsel,1390
2024-06-17,Jakarta,Sumsel,1190
2024-06-18,Jakarta,Sumsel,1000
2024-06-19,Jakarta,Sumsel,867
2024-06-20,Jakarta,Sumsel,779
2024-06-21,Jakarta,Sumsel,893
2024-06-22,Jakarta,Sumsel,1374
2024-06-23,Jakarta,Sumsel,1243
2024-06-24,Jakarta,Sumsel,1032
2024-06-25,Jakarta,Sumsel,1004
2024-06-26,Jakarta,Sumsel,1019
2024-06-27,Jakarta,Sumsel,714
2024-06-28,Jakarta,Sumsel,1308
2024-06-29,Jakarta,Sumsel,889
2024-06-30,Jakarta,Sumsel,1195
2024-07-01,Jakarta,Sumsel,842
2024-07-02,Jakarta,Sumsel,1213
2024-07-03,Jakarta,Sumsel,990
2024-07-04,Jakarta,Sumsel,919
2024-07-05,Jakarta,Sumsel,1076
2024-07-06,Jakarta,Sumsel,788
2024-07-07,Jakarta,Sumsel,1302
2024-07-08,Jakarta,Sumsel,872
2024-07-09,Jakarta,Sumsel,829
2024-07-10,Jakarta,Sumsel,964
2024-07-11,Jakarta,Sumsel,1066
2024-07-12,Jakarta,Sumsel,1126
2024-07-13,Jakarta,Sumsel,1054
2024-07-14,Jakarta,Sumsel,1226
2024-07-15,Jakarta,Sumsel,872
2024-07-16,Jakarta,Sumsel,775
2024-07-17,Jakarta,Sumsel,947
2024-07-18,Jakarta,Sumsel,819
2024-07-19,Jakarta,Sumsel,1275
2024-07-20,Jakarta,Sumsel,1023
2024-07-21,Jakarta,Sumsel,1310
2024-07-22,Jakarta,Sumsel,878
2024-07-23,Jakarta,Sumsel,712
2024-07-24,Jakarta,Sumsel,892
2024-07-25,Jakarta,Sumsel,826
2024-07-26,Jakarta,Sumsel,1096
2024-07-27,Jakarta,Sumsel,893
2024-07-28,Jakarta,Sumsel,1358
2024-07-29,Jakarta,Sumsel,794
2024-07-30,Jakarta,Sumsel,612
2024-07-31,Jakarta,Sumsel,863
2024-08-01,Jakarta,Sumsel,838
2024-08-02,Jakarta,Sumsel,1136
2024-08-03,Jakarta,Sumsel,1152
2024-08-04,Jakarta,Sumsel,1050
2024-08-05,Jakarta,Sumsel,881
2024-08-06,Jakarta,Sumsel,883
2024-08-07,Jakarta,Sumsel,819
2024-08-08,Jakarta,Sumsel,928
2024-08-09,Jakarta,Sumsel,1015
2024-08-10,Jakarta,Sumsel,1197
2024-08-11,Jakarta,Sumsel,987
2024-08-12,Jakarta,Sumsel,860
2024-08-13,Jakarta,Sumsel,814
2024-08-14,Jakarta,Sumsel,735
2024-08-15,Jakarta,Sumsel,680
2024-08-16,Jakarta,Sumsel,981
2024-08-17,Jakarta,Sumsel,1084
2024-08-18,Jakarta,Sumsel,729
2024-08-19,Jakarta,Sumsel,819
2024-08-20,Jakarta,Sumsel,943
2024-08-21,Jakarta,Sumsel,779
2024-08-22,Jakarta,Sumsel,788
2024-08-23,Jakarta,Sumsel,1286
2024-08-24,Jakarta,Sumsel,1191
2024-08-25,Jakarta,Sumsel,1027
2024-08-26,Jakarta,Sumsel,807
2024-08-27,Jakarta,Sumsel,819
2024-08-28,Jakarta,Sumsel,770
2024-08-29,Jakarta,Sumsel,834
2024-08-30,Jakarta,Sumsel,1096
2024-08-31,Jakarta,Sumsel,1105
2024-09-01,Jakarta,Sumsel,1022
2024-09-02,Jakarta,Sumsel,745
2024-09-03,Jakarta,Sumsel,728
2024-09-04,Jakarta,Sumsel,780
2024-09-05,Jakarta,Sumsel,957
2024-09-06,Jakarta,Sumsel,808
2024-09-07,Jakarta,Sumsel,1283
2024-09-08,Jakarta,Sumsel,985
2024-09-09,Jakarta,Sumsel,716
2024-09-10,Jakarta,Sumsel,792
2024-09-11,Jakarta,Sumsel,777
2024-09-12,Jakarta,Sumsel,800
2024-09-13,Jakarta,Sumsel,946
2024-09-14,Jakarta,Sumsel,1073
2024-09-15,Jakarta,Sumsel,948
2024-09-16,Jakarta,Sumsel,887
2024-09-17,Jakarta,Sumsel,865
2024-09-18,Jakarta,Sumsel,761
2024-09-19,Jakarta,Sumsel,751
2024-09-20,Jakarta,Sumsel,963
2024-09-21,Jakarta,Sumsel,998
2024-09-22,Jakarta,Sumsel,1123
2024-09-23,Jakarta,Sumsel,803
2024-09-24,Jakarta,Sumsel,885
2024-09-25,Jakarta,Sumsel,599
2024-09-26,Jakarta,Sumsel,772
2024-09-27,Jakarta,Sumsel,948
2024-09-28,Jakarta,Sumsel,795
2024-09-29,Jakarta,Sumsel,933
2024-09-30,Jakarta,Sumsel,746
2024-10-01,Jakarta,Sumsel,849
2024-10-02,Jakarta,Sumsel,896
2024-10-03,Jakarta,Sumsel,880
2024-10-04,Jakarta,Sumsel,1287
2024-10-05,Jakarta,Sumsel,925
2024-10-06,Jakarta,Sumsel,999
2024-10-07,Jakarta,Sumsel,761
2024-10-08,Jakarta,Sumsel,905
2024-10-09,Jakarta,Sumsel,891
2024-10-10,Jakarta,Sumsel,936
2024-10-11,Jakarta,Sumsel,1175
2024-10-12,Jakarta,Sumsel,1072
2024-10-13,Jakarta,Sumsel,1170
2024-10-14,Jakarta,Sumsel,969
2024-10-15,Jakarta,Sumsel,934
2024-10-16,Jakarta,Sumsel,896
2024-10-17,Jakarta,Sumsel,683
2024-10-18,Jakarta,Sumsel,979
2024-10-19,Jakarta,Sumsel,1144
2024-10-20,Jakarta,Sumsel,1087
2024-10-21,Jakarta,Sumsel,785
2024-10-22,Jakarta,Sumsel,801
2024-10-23,Jakarta,Sumsel,696
2024-10-24,Jakarta,Sumsel,858
2024-10-25,Jakarta,Sumsel,921
2024-10-26,Jakarta,Sumsel,998
2024-10-27,Jakarta,Sumsel,664
2024-10-28,Jakarta,Sumsel,785
2024-10-29,Jakarta,Sumsel,983
2024-10-30,Jakarta,Sumsel,793
2024-10-31,Jakarta,Sumsel,886
2024-11-01,Jakarta,Sumsel,923
2024-11-02,Jakarta,Sumsel,952
2024-11-03,Jakarta,Sumsel,916
2024-11-04,Jakarta,Sumsel,1026
2024-11-05,Jakarta,Sumsel,722
2024-11-06,Jakarta,Sumsel,717
2024-11-07,Jakarta,Sumsel,778
2024-11-08,Jakarta,Sumsel,971
2024-11-09,Jakarta,Sumsel,1257
2024-11-10,Jakarta,Sumsel,1158
2024-11-11,Jakarta,Sumsel,855
2024-11-12,Jakarta,Sumsel,801
2024-11-13,Jakarta,Sumsel,791
2024-11-14,Jakarta,Sumsel,950
2024-11-15,Jakarta,Sumsel,1100
2024-11-16,Jakarta,Sumsel,1110
2024-11-17,Jakarta,Sumsel,1167
2024-11-18,Jakarta,Sumsel,778
2024-11-19,Jakarta,Sumsel,803
2024-11-20,Jakarta,Sumsel,822
2024-11-21,Jakarta,Sumsel,775
2024-11-22,Jakarta,Sumsel,1228
2024-11-23,Jakarta,Sumsel,928
2024-11-24,Jakarta,Sumsel,1094
2024-11-25,Jakarta,Sumsel,857
2024-11-26,Jakarta,Sumsel,835
2024-11-27,Jakarta,Sumsel,814
2024-11-28,Jakarta,Sumsel,954
2024-11-29,Jakarta,Sumsel,989
2024-11-30,Jakarta,Sumsel,1177
2024-12-01,Jakarta,Sumsel,904
2024-12-02,Jakarta,Sumsel,870
2024-12-03,Jakarta,Sumsel,874
2024-12-04,Jakarta,Sumsel,897
2024-12-05,Jakarta,Sumsel,954
2024-12-06,Jakarta,Sumsel,1374
2024-12-07,Jakarta,Sumsel,1156
2024-12-08,Jakarta,Sumsel,1130
2024-12-09,Jakarta,Sumsel,903
2024-12-10,Jakarta,Sumsel,888
2024-12-11,Jakarta,Sumsel,991
2024-12-12,Jakarta,Sumsel,866
2024-12-13,Jakarta,Sumsel,1374
2024-12-14,Jakarta,Sumsel,1089
2024-12-15,Jakarta,Sumsel,1454
2024-12-16,Jakarta,Sumsel,806
2024-12-17,Jakarta,Sumsel,979
2024-12-18,Jakarta,Sumsel,781
2024-12-19,Jakarta,Sumsel,975
2024-12-20,Jakarta,Sumsel,1217
2024-12-21,Jakarta,Sumsel,1774
2024-12-22,Jakarta,Sumsel,1922
2024-12-23,Jakarta,Sumsel,1508
2024-12-24,Jakarta,Sumsel,1582
2024-12-25,Jakarta,Sumsel,1574
2024-12-26,Jakarta,Sumsel,2000
2024-12-27,Jakarta,Sumsel,2441
2024-12-28,Jakarta,Sumsel,1934
2024-12-29,Jakarta,Sumsel,1923
2024-12-30,Jakarta,Sumsel,2053
2024-12-31,Jakarta,Sumsel,1650
2025-01-01,Jakarta,Sumsel,1694
2025-01-02,Jakarta,Sumsel,1533
2025-01-03,Jakarta,Sumsel,1316
2025-01-04,Jakarta,Sumsel,1240
2025-01-05,Jakarta,Sumsel,1186
2025-01-06,Jakarta,Sumsel,1071
2025-01-07,Jakarta,Sumsel,1033
2025-01-08,Jakarta,Sumsel,980
2025-01-09,Jakarta,Sumsel,1086
2025-01-10,Jakarta,Sumsel,1311
2025-01-11,Jakarta,Sumsel,1047
2025-01-12,Jakarta,Sumsel,1324
2025-01-13,Jakarta,Sumsel,896
2025-01-14,Jakarta,Sumsel,1019
2025-01-15,Jakarta,Sumsel,982
2025-01-16,Jakarta,Sumsel,910
2025-01-17,Jakarta,Sumsel,1526
2025-01-18,Jakarta,Sumsel,1293
2025-01-19,Jakarta,Sumsel,1069
2025-01-20,Jakarta,Sumsel,1027
2025-01-21,Jakarta,Sumsel,966
2025-01-22,Jakarta,Sumsel,968
2025-01-23,Jakarta,Sumsel,1040
2025-01-24,Jakarta,Sumsel,1437
2025-01-25,Jakarta,Sumsel,1320
2025-01-26,Jakarta,Sumsel,1231
2025-01-27,Jakarta,Sumsel,1062
2025-01-28,Jakarta,Sumsel,1135
2025-01-29,Jakarta,Sumsel,911
2025-01-30,Jakarta,Sumsel,1164
2025-01-31,Jakarta,Sumsel,1074
2025-02-01,Jakarta,Sumsel,1316
2025-02-02,Jakarta,Sumsel,1464
2025-02-03,Jakarta,Sumsel,945
2025-02-04,Jakarta,Sumsel,1145
2025-02-05,Jakarta,Sumsel,1120
2025-02-06,Jakarta,Sumsel,1053
2025-02-07,Jakarta,Sumsel,1061
2025-02-08,Jakarta,Sumsel,1142
2025-02-09,Jakarta,Sumsel,1063
2025-02-10,Jakarta,Sumsel,975
2025-02-11,Jakarta,Sumsel,1248
2025-02-12,Jakarta,Sumsel,1065
2025-02-13,Jakarta,Sumsel,1113
2025-02-14,Jakarta,Sumsel,992
2025-02-15,Jakarta,Sumsel,1291
2025-02-16,Jakarta,Sumsel,1616
2025-02-17,Jakarta,Sumsel,913
2025-02-18,Jakarta,Sumsel,1152
2025-02-19,Jakarta,Sumsel,1034
2025-02-20,Jakarta,Sumsel,1112
2025-02-21,Jakarta,Sumsel,1021
2025-02-22,Jakarta,Sumsel,1152
2025-02-23,Jakarta,Sumsel,928
2025-02-24,Jakarta,Sumsel,1124
2025-02-25,Jakarta,Sumsel,1152
2025-02-26,Jakarta,Sumsel,807
2025-02-27,Jakarta,Sumsel,970
2025-02-28,Jakarta,Sumsel,1398
2025-03-01,Jakarta,Sumsel,1217
2025-03-02,Jakarta,Sumsel,1358
2025-03-03,Jakarta,Sumsel,1346
2025-03-04,Jakarta,Sumsel,941
2025-03-05,Jakarta,Sumsel,1007
2025-03-06,Jakarta,Sumsel,1140
2025-03-07,Jakarta,Sumsel,1390
2025-03-08,Jakarta,Sumsel,1355
2025-03-09,Jakarta,Sumsel,1550
2025-03-10,Jakarta,Sumsel,1244
2025-03-11,Jakarta,Sumsel,1277
2025-03-12,Jakarta,Sumsel,937
2025-03-13,Jakarta,Sumsel,971
2025-03-14,Jakarta,Sumsel,1400
2025-03-15,Jakarta,Sumsel,1707
2025-03-16,Jakarta,Sumsel,1214
2025-03-17,Jakarta,Sumsel,1268
2025-03-18,Jakarta,Sumsel,915
2025-03-19,Jakarta,Sumsel,1216
2025-03-20,Jakarta,Sumsel,1159
2025-03-21,Jakarta,Sumsel,1485
2025-03-22,Jakarta,Sumsel,1168
2025-03-23,Jakarta,Sumsel,1348
2025-03-24,Jakarta,Sumsel,2959
2025-03-25,Jakarta,Sumsel,3416
2025-03-26,Jakarta,Sumsel,2915
2025-03-27,Jakarta,Sumsel,2211
2025-03-28,Jakarta,Sumsel,3174
